ts,Close,High,Low,Open,Volume,ma8,ma10,ma21,ma50,ma100,ma200,ema8,ema21,ema34,ema55,ema89,ema144,ema200,rsi21,macd,macd_sig,macd_hist,vma10,rvol10,vwap,atr14
2026-09-10 13:30:00-04:00,325.44,325.68,324.35,324.84,2668880,322.9077,322.9462,320.6781,316.9318,318.3965,320.7805,323.4931,320.9974,319.5649,318.7754,318.8486,319.1299,318.969,63.3527,2.3096,1.9924,0.3172,2255192.9,1.1834,321.5056,2.0629
2026-09-10 13:45:00-04:00,325.01,325.65,324.95,325.44,1409873,323.5877,323.0762,321.1139,317.1042,318.3747,320.8074,323.8302,321.3621,319.876,318.9981,318.9856,319.211,319.0291,62.2167,2.3281,2.0595,0.2686,2208722.6,0.6383,321.6174,1.9655
2026-09-10 14:00:00-04:00,323.65,325.19,323.45,325.03,1562830,324.0271,323.1922,321.4986,317.2678,318.3377,320.8387,323.7901,321.5701,320.0917,319.1642,319.0892,319.2723,319.0751,58.7197,2.2075,2.0891,0.1184,2089001.7,0.7481,321.6978,1.9494
2026-09-10 14:15:00-04:00,324.12,324.47,323.38,323.65,1203716,324.304,323.6472,321.8962,317.4396,318.3009,320.873,323.8634,321.8019,320.3219,319.3412,319.201,319.3391,319.1253,59.5448,2.1254,2.0964,0.029,1886397.1,0.6381,321.7537,1.888
2026-09-10 14:30:00-04:00,324.4,324.555,323.63,324.1101,930498,324.2927,324.0737,322.3243,317.6058,318.2671,320.9125,323.9827,322.0381,320.5549,319.5219,319.3165,319.4089,319.1778,60.0443,2.0592,2.089,-0.0297,1785881.3,0.521,321.7988,1.8192
2026-09-10 14:45:00-04:00,325.38,325.5,324.21,324.4,1316655,324.5465,324.4212,322.5839,317.7974,318.2388,320.9608,324.2932,322.3419,320.8306,319.7311,319.4513,319.4913,319.2395,61.7789,2.062,2.0836,-0.0215,1747334.9,0.7535,321.8813,1.7814
2026-09-10 15:00:00-04:00,325.8,325.885,324.94,325.38,1603290,324.8277,324.5522,322.911,317.9898,318.2486,321.0149,324.628,322.6563,321.1146,319.9478,319.5924,319.5783,319.3048,62.5112,2.0743,2.0817,-0.0074,1628583.1,0.9845,321.9915,1.7217
2026-09-10 15:15:00-04:00,325.285,326.12,325.19,325.79,1605040,324.8856,324.7457,323.1941,318.1685,318.2645,321.0645,324.774,322.8953,321.3529,320.1385,319.7189,319.657,319.3643,61.0062,2.0191,2.0692,-0.0501,1527096.0,1.051,322.0951,1.6651
2026-09-10 15:30:00-04:00,325.3999,325.835,325.17,325.27,1439334,324.8806,324.9307,323.501,318.3595,318.3064,321.1149,324.9131,323.123,321.5842,320.3264,319.8451,319.7362,319.4243,61.2249,1.9621,2.0478,-0.0857,1541305.5,0.9338,322.1814,1.5937
2026-09-10 15:45:00-04:00,326.595,326.68,325.17,325.37,4141328,325.0787,325.108,323.812,318.5339,318.3652,321.1725,325.2869,323.4386,321.8705,320.5502,319.9951,319.8308,319.4957,63.4628,1.9903,2.0363,-0.0459,1788144.4,2.316,322.4533,1.5877
2026-09-11 09:30:00-04:00,333.35,334.27,326.3,327.63,8088905,326.2912,325.899,324.3044,318.8902,318.4984,321.2647,327.0787,324.3396,322.5265,321.0074,320.2919,320.0173,319.6335,72.7848,2.5287,2.1348,0.3939,2330146.9,3.4714,331.3067,2.0436
2026-09-11 09:45:00-04:00,332.47,333.75,331.01,333.39,2689877,327.335,326.645,324.8058,319.2446,318.6387,321.3537,328.2767,325.0788,323.0947,321.4168,320.5625,320.1891,319.7612,70.3303,2.8514,2.2781,0.5733,2458147.3,1.0943,331.582,2.0933
2026-09-11 10:00:00-04:00,331.7,332.93,331.6601,332.405,1549627,328.2475,327.45,325.1863,319.6138,318.7629,321.4399,329.0375,325.6807,323.5864,321.784,320.81,320.3478,319.88,68.2168,3.0104,2.4246,0.5858,2456827.0,0.6307,331.6467,2.0345
2026-09-11 10:15:00-04:00,334.0851,334.59,331.6601,331.74,2193073,329.3356,328.4465,325.7384,320.028,318.909,321.537,330.1592,326.4447,324.1863,322.2233,321.105,320.5373,320.0214,71.0467,3.2909,2.5978,0.6931,2555762.7,0.8581,331.9183,2.0985
2026-09-11 10:30:00-04:00,334.7,334.9099,332.42,334.0883,2645416,330.4481,329.4765,326.4589,320.4776,319.0526,321.6431,331.1682,327.1952,324.7871,322.6689,321.4071,320.7327,320.1674,71.7281,3.5222,2.7827,0.7395,2727254.5,0.97,332.2406,2.1264
2026-09-11 10:45:00-04:00,334.96,335.43,334.21,334.71,2772935,331.6575,330.4345,327.1649,320.9268,319.1921,321.7491,332.0109,327.9011,325.3684,323.1079,321.7083,320.9289,320.3146,72.0205,3.684,2.963,0.7211,2872882.5,0.9652,332.6058,2.0617
2026-09-11 11:00:00-04:00,335.54,336.22,334.94,335.02,2147363,332.925,331.4085,327.8141,321.3718,319.337,321.8566,332.7951,328.5956,325.9496,323.5519,322.0157,321.1304,320.4661,72.6822,3.8151,3.1334,0.6817,2927289.8,0.7336,332.8937,2.0059
2026-09-11 11:15:00-04:00,335.57,336.16,335.0835,335.515,1453223,334.0469,332.437,328.3418,321.8197,319.4877,321.9651,333.4118,329.2296,326.4994,323.9811,322.3169,321.3296,320.6164,72.7172,3.8767,3.282,0.5946,2912108.1,0.499,333.061,1.9395
2026-09-11 11:30:00-04:00,334.78,335.54,334.62,335.54,1315939,334.2256,333.375,328.886,322.2476,319.6271,322.0681,333.7158,329.7342,326.9726,324.3668,322.5938,321.5151,320.7573,70.2264,3.8178,3.3892,0.4286,2899768.6,0.4538,333.1626,1.8688
2026-09-11 11:45:00-04:00,333.9175,334.85,333.69,334.79,1273282,334.4066,334.1073,329.3797,322.6526,319.756,322.1623,333.7606,330.1145,327.3694,324.7079,322.8455,321.6862,320.8883,67.5731,3.6593,3.4432,0.2161,2612964.0,0.4873,333.2109,1.8182
2026-09-11 12:00:00-04:00,334.71,334.77,333.63,333.94,1137452,334.7828,334.2433,329.8506,323.06,319.891,322.2591,333.9716,330.5323,327.7889,325.0651,323.1091,321.8658,321.0258,68.7136,3.5566,3.4659,0.0907,1917818.7,0.5931,333.2592,1.7697
