asof,pred_dir,pred_lvl,pred_eta,true_side,true_lvl,true_in,err_pct,hit,why
2026-01-20,down,251.24,1,high,261.24,5,3.83,False,v2 strong-down 1.618 ext
2026-01-23,down,231.42,4,high,261.24,2,11.41,False,v2 strong-down 1.618 ext
2026-01-30,down,246.97,3,high,280.15,5,11.84,False,v2 range mid+0.272
2026-02-04,up,267.26,2,high,280.15,2,4.6,False,v2 strong-up 1.618 ext
2026-02-11,up,274.02,1,low,254.99,2,7.46,False,v2 weak-up 0.786 retrace
2026-02-19,up,274.77,3,high,275.62,5,0.31,True,v2 weak-up 0.786 retrace
2026-03-03,down,259.69,1,low,253.23,4,2.55,False,v2 range mid+0.272
2026-03-12,down,258.02,1,low,245.56,6,5.07,False,v2 weak-down 0.786 retrace
2026-03-13,down,247.8,1,low,245.56,5,0.91,True,v2 strong-down 1.618 ext
2026-03-25,down,249.08,1,high,256.54,1,2.91,False,v2 weak-down 0.786 retrace
2026-03-31,down,247.91,1,high,261.69,3,5.27,False,v2 weak-down 0.786 retrace
2026-04-02,down,247.52,2,high,261.69,1,5.41,False,v2 weak-down 0.786 retrace
2026-04-09,up,257.9,1,high,275.28,10,6.31,False,v2 range mid+0.272
2026-04-10,up,258.17,1,high,275.28,9,6.22,False,v2 weak-up 0.786 retrace
2026-04-28,up,268.86,1,high,302.94,13,11.25,False,v2 weak-up 0.786 retrace
2026-04-30,up,272.99,1,high,302.94,11,9.89,False,v2 weak-up 0.786 retrace
2026-05-20,up,326.63,5,low,304.76,7,7.18,False,v2 strong-up 1.618 ext
2026-06-04,up,305.88,1,high,317.13,2,3.55,False,v2 strong-up 1.618 ext
2026-06-11,up,314.48,3,high,302.16,6,4.08,False,v2 weak-up 0.786 retrace
2026-06-15,up,310.29,2,high,302.16,4,2.69,False,v2 range mid+0.272
2026-06-25,down,277.84,1,high,334.7,15,16.99,False,v2 strong-down 1.618 ext
2026-06-30,down,279.64,1,high,334.7,12,16.45,False,v2 weak-down 0.786 retrace
2026-07-22,up,320.75,1,low,319.07,1,0.53,False,v2 range mid+0.272
2026-07-28,up,344.36,1,high,344.27,1,0.03,True,v2 strong-up 1.618 ext
2026-08-03,up,338.88,5,high,316.02,3,7.23,False,v2 weak-up 0.786 retrace
2026-08-05,down,309.89,1,high,316.02,1,1.94,False,v2 range mid+0.272
2026-08-11,down,303.22,1,low,300.57,1,0.88,True,v2 weak-down 0.786 retrace
2026-08-17,down,304.09,1,high,320.28,3,5.05,False,v2 range mid+0.272
2026-08-25,up,316.06,1,high,330.81,7,4.46,False,v2 weak-up 0.786 retrace
