asof,pred_dir,pred_lvl,pred_eta,true_side,true_lvl,true_in,err_pct,hit,why
2011-12-08,down,10.46,6,low,11.3,4,7.43,False,v1 range R1/S1 pivot
2011-12-12,up,11.94,1,low,11.3,2,5.66,False,v1 uptrend 1.272 ext
2011-12-19,down,10.4,6,high,12.24,5,15.03,False,v1 range R1/S1 pivot
2011-12-30,down,10.94,8,high,12.79,5,14.46,False,v1 range R1/S1 pivot
2012-01-12,down,10.73,13,low,12.52,1,14.3,False,v1 range R1/S1 pivot
2012-01-19,up,12.86,1,low,12.55,3,2.47,False,v1 uptrend 1.272 ext
2012-01-24,up,13.0,3,high,13.59,1,4.34,False,v1 uptrend 1.272 ext
2012-01-27,up,13.0,3,high,15.74,13,17.41,False,v1 uptrend 1.272 ext
2012-01-30,up,13.87,2,high,15.74,12,11.88,False,v1 uptrend 1.272 ext
2012-02-21,up,16.32,4,high,16.4,7,0.49,True,v1 uptrend 1.272 ext
2012-02-22,up,16.06,3,high,16.4,6,2.07,False,v1 uptrend 1.272 ext
2012-03-06,up,16.9,4,high,18.23,11,7.3,False,v1 uptrend 1.272 ext
2012-03-09,up,16.66,1,high,18.23,8,8.61,False,v1 uptrend 1.272 ext
2012-03-26,up,18.99,2,high,18.59,2,2.15,False,v1 uptrend 1.272 ext
2012-04-02,up,18.69,1,high,19.26,5,2.96,False,v1 uptrend 1.272 ext
2012-04-04,up,18.78,1,high,19.26,3,2.49,False,v1 uptrend 1.272 ext
2012-04-13,up,19.64,5,low,16.6,7,18.31,False,v1 uptrend 1.272 ext
2012-04-27,down,15.3,7,low,16.71,7,8.44,False,v1 range R1/S1 pivot
2012-04-30,down,16.09,3,low,16.71,6,3.71,False,v1 downtrend 1.272 ext
2012-05-11,up,19.32,6,low,15.62,5,23.69,False,v1 range R1/S1 pivot
2012-05-15,up,19.25,7,low,15.62,3,23.24,False,v1 range R1/S1 pivot
2012-05-23,down,15.18,5,high,17.39,5,12.71,False,v1 downtrend 1.272 ext
2012-06-05,down,14.84,5,high,17.6,4,15.68,False,v1 range R1/S1 pivot
2012-06-07,up,17.66,2,high,17.6,2,0.34,True,v1 uptrend 1.272 ext
2012-06-14,up,17.92,2,high,17.65,3,1.53,False,v1 uptrend 1.272 ext
2012-06-15,up,17.78,2,high,17.65,2,0.74,True,v1 uptrend 1.272 ext
2012-06-22,up,17.84,2,low,16.92,4,5.44,False,v1 uptrend 1.272 ext
2012-07-03,down,16.56,5,high,18.54,4,10.68,False,v1 range R1/S1 pivot
2012-07-13,down,16.23,7,high,18.4,4,11.79,False,v1 range R1/S1 pivot
2012-07-17,up,18.76,2,high,18.4,2,1.96,False,v1 uptrend 1.272 ext
2012-07-24,down,16.19,6,low,17.05,1,5.04,False,v1 range R1/S1 pivot
2012-07-30,down,16.68,4,high,18.69,6,10.75,False,v1 downtrend 1.272 ext
2012-08-10,down,16.49,8,high,20.27,7,18.65,False,v1 range R1/S1 pivot
2012-08-24,down,16.57,13,high,20.45,1,18.97,False,v1 range R1/S1 pivot
2012-08-30,down,17.4,12,low,19.74,1,11.85,False,v1 range R1/S1 pivot
2012-09-06,up,20.64,1,low,19.7,4,4.77,False,v1 uptrend 1.272 ext
2012-09-17,down,18.95,7,high,21.18,4,10.53,False,v1 range R1/S1 pivot
2012-09-26,up,21.76,7,low,19.54,4,11.36,False,v1 range R1/S1 pivot
2012-10-05,up,21.74,6,low,18.73,2,16.07,False,v1 range R1/S1 pivot
2012-10-12,up,22.06,9,low,18.74,1,17.72,False,v1 range R1/S1 pivot
2012-10-18,up,18.74,1,low,18.31,1,2.35,False,v1 uptrend 1.272 ext
2012-10-22,up,21.89,7,low,16.11,12,35.88,False,v1 range R1/S1 pivot
2012-10-24,down,17.96,1,low,16.11,10,11.48,False,v1 downtrend 1.272 ext
2012-11-14,down,15.51,1,low,15.26,2,1.64,False,v1 downtrend 1.272 ext
2012-11-21,down,15.03,4,high,17.94,7,16.22,False,v1 downtrend 1.272 ext
2012-12-06,down,14.53,4,low,15.12,7,3.9,False,v1 downtrend 1.272 ext
2012-12-11,up,19.19,7,low,15.12,4,26.92,False,v1 range R1/S1 pivot
2012-12-20,down,14.98,2,low,15.23,4,1.64,False,v1 downtrend 1.272 ext
2013-01-02,down,13.98,7,low,15.55,3,10.1,False,v1 range R1/S1 pivot
2013-01-07,up,17.52,5,low,14.59,6,20.08,False,v1 range R1/S1 pivot
2013-01-10,up,17.51,5,low,14.59,3,20.01,False,v1 range R1/S1 pivot
2013-01-18,down,14.33,3,high,15.54,2,7.79,False,v1 downtrend 1.272 ext
2013-01-28,down,14.33,2,high,13.96,2,2.65,False,v1 downtrend 1.272 ext
2013-01-30,down,12.47,4,low,13.34,3,6.52,False,v1 downtrend 1.272 ext
2013-02-04,down,12.9,1,high,14.72,5,12.36,False,v1 downtrend 1.272 ext
2013-02-07,up,17.26,8,high,14.72,2,17.26,False,v1 range R1/S1 pivot
2013-02-14,up,15.1,3,low,12.72,11,18.71,False,v1 uptrend 1.272 ext
2013-03-07,up,15.5,8,high,13.32,2,16.37,False,v1 range R1/S1 pivot
2013-03-14,down,12.56,2,high,14.26,7,11.92,False,v1 downtrend 1.272 ext
2013-03-28,up,15.02,6,low,12.74,5,17.9,False,v1 range R1/S1 pivot
2013-04-10,up,14.67,6,high,13.29,1,10.38,False,v1 uptrend 1.272 ext
2013-04-16,up,14.84,8,low,11.69,3,26.95,False,v1 range R1/S1 pivot
2013-04-24,down,11.25,4,high,14.15,11,20.49,False,v1 downtrend 1.272 ext
2013-05-14,down,10.67,9,low,12.8,2,16.64,False,v1 range R1/S1 pivot
2013-05-21,up,14.52,3,high,13.97,7,3.94,False,v1 uptrend 1.272 ext
2013-06-05,down,12.17,5,low,11.88,17,2.44,False,v1 range R1/S1 pivot
2013-07-03,down,11.31,5,low,12.54,3,9.81,False,v1 downtrend 1.272 ext
2013-07-12,down,11.3,6,high,13.29,4,14.97,False,v1 range R1/S1 pivot
2013-07-23,down,11.25,6,high,14.42,10,21.98,False,v1 range R1/S1 pivot
2013-07-26,down,11.28,10,high,14.42,7,21.78,False,v1 range R1/S1 pivot
2013-08-09,up,14.86,4,high,15.8,6,5.95,False,v1 uptrend 1.272 ext
2013-08-14,up,14.55,3,high,15.8,3,7.91,False,v1 uptrend 1.272 ext
2013-08-22,up,16.3,3,high,15.69,2,3.89,False,v1 uptrend 1.272 ext
2013-08-29,down,13.11,7,high,15.62,6,16.07,False,v1 range R1/S1 pivot
2013-09-03,down,13.08,7,high,15.62,4,16.26,False,v1 range R1/S1 pivot
2013-09-12,up,16.38,7,low,13.75,2,19.13,False,v1 range R1/S1 pivot
2013-09-19,down,13.24,5,high,15.28,2,13.35,False,v1 downtrend 1.272 ext
2013-09-26,down,13.33,7,low,14.59,2,8.64,False,v1 downtrend 1.272 ext
2013-10-03,down,12.88,8,high,15.15,2,14.98,False,v1 range R1/S1 pivot
2013-10-10,down,13.17,8,low,15.82,13,16.75,False,v1 range R1/S1 pivot
2013-10-14,down,13.23,8,low,15.82,11,16.37,False,v1 range R1/S1 pivot
2013-11-01,up,16.79,3,high,16.27,2,3.2,False,v1 uptrend 1.272 ext
2013-11-08,down,14.38,7,high,16.37,4,12.16,False,v1 range R1/S1 pivot
2013-11-12,down,14.78,5,high,16.37,2,9.71,False,v1 range R1/S1 pivot
2013-11-19,up,16.51,2,low,15.89,2,3.9,False,v1 uptrend 1.272 ext
2013-11-26,up,16.5,1,high,17.79,6,7.25,False,v1 uptrend 1.272 ext
2013-12-10,up,18.31,4,high,17.66,1,3.68,False,v1 uptrend 1.272 ext
2013-12-16,down,15.07,8,low,16.67,2,9.6,False,v1 range R1/S1 pivot
2013-12-23,down,15.51,8,high,17.69,1,12.32,False,v1 range R1/S1 pivot
2013-12-30,up,17.97,3,low,16.51,4,8.84,False,v1 uptrend 1.272 ext
2014-01-09,up,18.11,7,low,16.39,2,10.49,False,v1 range R1/S1 pivot
2014-01-14,down,16.4,2,high,17.33,1,5.37,False,v1 downtrend 1.272 ext
2014-01-16,down,16.25,4,high,17.24,3,5.74,False,v1 downtrend 1.272 ext
2014-01-21,up,18.32,5,high,17.24,1,6.26,False,v1 range R1/S1 pivot
2014-01-27,down,17.22,1,low,15.27,4,12.77,False,v1 downtrend 1.272 ext
2014-02-05,down,14.73,4,high,17.15,8,14.11,False,v1 downtrend 1.272 ext
2014-02-21,down,14.76,6,low,16.04,3,7.98,False,v1 downtrend 1.272 ext
2014-03-03,down,14.63,7,high,16.64,2,12.08,False,v1 range R1/S1 pivot
2014-03-10,up,17.68,5,high,16.79,3,5.3,False,v1 range R1/S1 pivot
2014-03-12,down,15.52,5,high,16.79,1,7.56,False,v1 range R1/S1 pivot
2014-03-18,up,16.9,2,high,17.08,6,1.05,False,v1 uptrend 1.272 ext
