trend,hi,lo,n,hit_rate,he_med,le_med,dir_acc,ticker
none,keltner@2.5,keltner@2.5,81,0.1358,1.22,2.43,0.395,SPY
none,keltner@2.5,fibext@1.272,81,0.0494,1.22,3.75,0.383,SPY
none,keltner@2.5,fibext@1.618,81,0.0,1.22,5.3,0.395,SPY
none,fibext@1.272,close_atr@1.5,81,0.2099,1.28,1.21,0.568,SPY
none,fibext@1.272,close_atr@2.0,81,0.1728,1.28,1.36,0.568,SPY
none,fibext@1.272,close_atr@2.5,81,0.1358,1.28,1.69,0.469,SPY
none,fibext@1.272,close_atr@3.0,81,0.1235,1.28,2.0,0.42,SPY
none,fibext@1.272,lo20_atr@0.5,81,0.037,1.28,3.16,0.407,SPY
none,fibext@1.272,lo20_atr@1.0,81,0.037,1.28,3.49,0.395,SPY
none,fibext@1.272,keltner@2.0,81,0.0988,1.28,2.11,0.481,SPY
none,fibext@1.272,keltner@2.5,81,0.0741,1.28,2.43,0.432,SPY
none,fibext@1.272,fibext@1.272,81,0.0247,1.28,3.75,0.395,SPY
none,fibext@1.272,fibext@1.618,81,0.0,1.28,5.3,0.37,SPY
none,fibext@1.618,close_atr@1.5,81,0.0617,2.57,1.21,0.605,SPY
none,fibext@1.618,close_atr@2.0,81,0.037,2.57,1.36,0.593,SPY
none,fibext@1.618,close_atr@2.5,81,0.0247,2.57,1.69,0.593,SPY
none,fibext@1.618,close_atr@3.0,81,0.0247,2.57,2.0,0.642,SPY
none,fibext@1.618,lo20_atr@0.5,81,0.0,2.57,3.16,0.457,SPY
none,fibext@1.618,lo20_atr@1.0,81,0.0,2.57,3.49,0.432,SPY
none,fibext@1.618,keltner@2.0,81,0.0123,2.57,2.11,0.58,SPY
none,fibext@1.618,keltner@2.5,81,0.0123,2.57,2.43,0.58,SPY
none,fibext@1.618,fibext@1.272,81,0.0,2.57,3.75,0.395,SPY
none,fibext@1.618,fibext@1.618,81,0.0,2.57,5.3,0.395,SPY
ema50,close_atr@1.5,close_atr@1.5,81,0.2716,0.88,1.21,0.605,SPY
ema50,close_atr@1.5,close_atr@2.0,81,0.2222,0.88,1.26,0.395,SPY
ema50,close_atr@1.5,close_atr@2.5,81,0.1358,0.88,1.73,0.395,SPY
ema50,close_atr@1.5,close_atr@3.0,81,0.1235,0.88,2.05,0.395,SPY
ema50,close_atr@1.5,lo20_atr@0.5,81,0.0988,0.88,3.16,0.395,SPY
ema50,close_atr@1.5,lo20_atr@1.0,81,0.1111,0.88,3.49,0.395,SPY
ema50,close_atr@1.5,keltner@2.0,81,0.1111,0.88,2.0,0.42,SPY
ema50,close_atr@1.5,keltner@2.5,81,0.1111,0.88,2.49,0.37,SPY
ema50,close_atr@1.5,fibext@1.272,81,0.0617,0.88,3.93,0.407,SPY
ema50,close_atr@1.5,fibext@1.618,81,0.0,0.88,5.37,0.395,SPY
ema50,close_atr@2.0,close_atr@1.5,81,0.1975,1.41,1.21,0.605,SPY
ema50,close_atr@2.0,close_atr@2.0,81,0.1358,1.41,1.26,0.605,SPY
ema50,close_atr@2.0,close_atr@2.5,81,0.0864,1.41,1.73,0.395,SPY
ema50,close_atr@2.0,close_atr@3.0,81,0.0741,1.41,2.05,0.395,SPY
ema50,close_atr@2.0,lo20_atr@0.5,81,0.0864,1.41,3.16,0.395,SPY
ema50,close_atr@2.0,lo20_atr@1.0,81,0.0864,1.41,3.49,0.395,SPY
ema50,close_atr@2.0,keltner@2.0,81,0.0864,1.41,2.0,0.457,SPY
ema50,close_atr@2.0,keltner@2.5,81,0.0864,1.41,2.49,0.42,SPY
ema50,close_atr@2.0,fibext@1.272,81,0.0617,1.41,3.93,0.383,SPY
ema50,close_atr@2.0,fibext@1.618,81,0.0,1.41,5.37,0.407,SPY
ema50,close_atr@2.5,close_atr@1.5,81,0.1235,1.76,1.21,0.605,SPY
ema50,close_atr@2.5,close_atr@2.0,81,0.0864,1.76,1.26,0.605,SPY
ema50,close_atr@2.5,close_atr@2.5,81,0.0617,1.76,1.73,0.605,SPY
ema50,close_atr@2.5,close_atr@3.0,81,0.0617,1.76,2.05,0.395,SPY
ema50,close_atr@2.5,lo20_atr@0.5,81,0.0247,1.76,3.16,0.395,SPY
ema50,close_atr@2.5,lo20_atr@1.0,81,0.0247,1.76,3.49,0.395,SPY
ema50,close_atr@2.5,keltner@2.0,81,0.0494,1.76,2.0,0.481,SPY
ema50,close_atr@2.5,keltner@2.5,81,0.0617,1.76,2.49,0.457,SPY
ema50,close_atr@2.5,fibext@1.272,81,0.0123,1.76,3.93,0.37,SPY
ema50,close_atr@2.5,fibext@1.618,81,0.0,1.76,5.37,0.395,SPY
ema50,close_atr@3.0,close_atr@1.5,81,0.0494,2.17,1.21,0.605,SPY
ema50,close_atr@3.0,close_atr@2.0,81,0.0247,2.17,1.26,0.605,SPY
ema50,close_atr@3.0,close_atr@2.5,81,0.0123,2.17,1.73,0.605,SPY
ema50,close_atr@3.0,close_atr@3.0,81,0.0123,2.17,2.05,0.605,SPY
ema50,close_atr@3.0,lo20_atr@0.5,81,0.0,2.17,3.16,0.37,SPY
ema50,close_atr@3.0,lo20_atr@1.0,81,0.0,2.17,3.49,0.395,SPY
ema50,close_atr@3.0,keltner@2.0,81,0.0247,2.17,2.0,0.531,SPY
ema50,close_atr@3.0,keltner@2.5,81,0.0247,2.17,2.49,0.481,SPY
ema50,close_atr@3.0,fibext@1.272,81,0.0,2.17,3.93,0.407,SPY
ema50,close_atr@3.0,fibext@1.618,81,0.0,2.17,5.37,0.383,SPY
ema50,hi20_atr@0.5,close_atr@1.5,81,0.2099,1.15,1.21,0.519,SPY
ema50,hi20_atr@0.5,close_atr@2.0,81,0.1852,1.15,1.26,0.481,SPY
ema50,hi20_atr@0.5,close_atr@2.5,81,0.1481,1.15,1.73,0.457,SPY
ema50,hi20_atr@0.5,close_atr@3.0,81,0.1358,1.15,2.05,0.395,SPY
ema50,hi20_atr@0.5,lo20_atr@0.5,81,0.037,1.15,3.16,0.395,SPY
ema50,hi20_atr@0.5,lo20_atr@1.0,81,0.0247,1.15,3.49,0.383,SPY
ema50,hi20_atr@0.5,keltner@2.0,81,0.1235,1.15,2.0,0.444,SPY
ema50,hi20_atr@0.5,keltner@2.5,81,0.0988,1.15,2.49,0.42,SPY
ema50,hi20_atr@0.5,fibext@1.272,81,0.0123,1.15,3.93,0.407,SPY
ema50,hi20_atr@0.5,fibext@1.618,81,0.0,1.15,5.37,0.37,SPY
ema50,hi20_atr@1.0,close_atr@1.5,81,0.1852,1.33,1.21,0.556,SPY
ema50,hi20_atr@1.0,close_atr@2.0,81,0.1358,1.33,1.26,0.519,SPY
ema50,hi20_atr@1.0,close_atr@2.5,81,0.0988,1.33,1.73,0.481,SPY
ema50,hi20_atr@1.0,close_atr@3.0,81,0.0988,1.33,2.05,0.457,SPY
ema50,hi20_atr@1.0,lo20_atr@0.5,81,0.0123,1.33,3.16,0.395,SPY
ema50,hi20_atr@1.0,lo20_atr@1.0,81,0.0123,1.33,3.49,0.395,SPY
ema50,hi20_atr@1.0,keltner@2.0,81,0.0617,1.33,2.0,0.457,SPY
ema50,hi20_atr@1.0,keltner@2.5,81,0.037,1.33,2.49,0.444,SPY
ema50,hi20_atr@1.0,fibext@1.272,81,0.0,1.33,3.93,0.395,SPY
ema50,hi20_atr@1.0,fibext@1.618,81,0.0,1.33,5.37,0.407,SPY
ema50,keltner@2.0,close_atr@1.5,81,0.1975,1.2,1.21,0.481,SPY
ema50,keltner@2.0,close_atr@2.0,81,0.2222,1.2,1.26,0.457,SPY
ema50,keltner@2.0,close_atr@2.5,81,0.1852,1.2,1.73,0.42,SPY
ema50,keltner@2.0,close_atr@3.0,81,0.1728,1.2,2.05,0.37,SPY
ema50,keltner@2.0,lo20_atr@0.5,81,0.0741,1.2,3.16,0.358,SPY
ema50,keltner@2.0,lo20_atr@1.0,81,0.0617,1.2,3.49,0.407,SPY
ema50,keltner@2.0,keltner@2.0,81,0.1481,1.2,2.0,0.395,SPY
ema50,keltner@2.0,keltner@2.5,81,0.1358,1.2,2.49,0.407,SPY
ema50,keltner@2.0,fibext@1.272,81,0.0247,1.2,3.93,0.395,SPY
ema50,keltner@2.0,fibext@1.618,81,0.0,1.2,5.37,0.395,SPY
ema50,keltner@2.5,close_atr@1.5,81,0.1852,1.26,1.21,0.531,SPY
ema50,keltner@2.5,close_atr@2.0,81,0.1605,1.26,1.26,0.481,SPY
ema50,keltner@2.5,close_atr@2.5,81,0.1111,1.26,1.73,0.457,SPY
ema50,keltner@2.5,close_atr@3.0,81,0.1111,1.26,2.05,0.42,SPY
ema50,keltner@2.5,lo20_atr@0.5,81,0.037,1.26,3.16,0.37,SPY
ema50,keltner@2.5,lo20_atr@1.0,81,0.0247,1.26,3.49,0.358,SPY
ema50,keltner@2.5,keltner@2.0,81,0.0864,1.26,2.0,0.444,SPY
ema50,keltner@2.5,keltner@2.5,81,0.0741,1.26,2.49,0.395,SPY
ema50,keltner@2.5,fibext@1.272,81,0.0,1.26,3.93,0.395,SPY
ema50,keltner@2.5,fibext@1.618,81,0.0,1.26,5.37,0.383,SPY
ema50,fibext@1.272,close_atr@1.5,81,0.0247,3.37,1.21,0.605,SPY
ema50,fibext@1.272,close_atr@2.0,81,0.0123,3.37,1.26,0.605,SPY
ema50,fibext@1.272,close_atr@2.5,81,0.0,3.37,1.73,0.605,SPY
ema50,fibext@1.272,close_atr@3.0,81,0.0,3.37,2.05,0.63,SPY
ema50,fibext@1.272,lo20_atr@0.5,81,0.0,3.37,3.16,0.519,SPY
ema50,fibext@1.272,lo20_atr@1.0,81,0.0,3.37,3.49,0.494,SPY
ema50,fibext@1.272,keltner@2.0,81,0.0,3.37,2.0,0.593,SPY
ema50,fibext@1.272,keltner@2.5,81,0.0,3.37,2.49,0.568,SPY
ema50,fibext@1.272,fibext@1.272,81,0.0,3.37,3.93,0.457,SPY
ema50,fibext@1.272,fibext@1.618,81,0.0,3.37,5.37,0.42,SPY
ema50,fibext@1.618,close_atr@1.5,81,0.0,5.04,1.21,0.605,SPY
ema50,fibext@1.618,close_atr@2.0,81,0.0,5.04,1.26,0.605,SPY
ema50,fibext@1.618,close_atr@2.5,81,0.0,5.04,1.73,0.605,SPY
ema50,fibext@1.618,close_atr@3.0,81,0.0,5.04,2.05,0.605,SPY
ema50,fibext@1.618,lo20_atr@0.5,81,0.0,5.04,3.16,0.58,SPY
ema50,fibext@1.618,lo20_atr@1.0,81,0.0,5.04,3.49,0.531,SPY
ema50,fibext@1.618,keltner@2.0,81,0.0,5.04,2.0,0.593,SPY
ema50,fibext@1.618,keltner@2.5,81,0.0,5.04,2.49,0.58,SPY
ema50,fibext@1.618,fibext@1.272,81,0.0,5.04,3.93,0.494,SPY
ema50,fibext@1.618,fibext@1.618,81,0.0,5.04,5.37,0.457,SPY
macd,close_atr@1.5,close_atr@1.5,81,0.2593,0.96,1.26,0.506,SPY
macd,close_atr@1.5,close_atr@2.0,81,0.2222,0.96,1.36,0.395,SPY
macd,close_atr@1.5,close_atr@2.5,81,0.1358,0.96,1.81,0.395,SPY
macd,close_atr@1.5,close_atr@3.0,81,0.1111,0.96,2.22,0.395,SPY
macd,close_atr@1.5,lo20_atr@0.5,81,0.1111,0.96,3.37,0.383,SPY
macd,close_atr@1.5,lo20_atr@1.0,81,0.0741,0.96,3.75,0.395,SPY
macd,close_atr@1.5,keltner@2.0,81,0.1358,0.96,2.11,0.42,SPY
macd,close_atr@1.5,keltner@2.5,81,0.1235,0.96,2.68,0.395,SPY
macd,close_atr@1.5,fibext@1.272,81,0.0,0.96,4.92,0.395,SPY
macd,close_atr@1.5,fibext@1.618,81,0.0,0.96,6.45,0.395,SPY
macd,close_atr@2.0,close_atr@1.5,81,0.1975,1.25,1.26,0.506,SPY
macd,close_atr@2.0,close_atr@2.0,81,0.1481,1.25,1.36,0.506,SPY
macd,close_atr@2.0,close_atr@2.5,81,0.0988,1.25,1.81,0.395,SPY
macd,close_atr@2.0,close_atr@3.0,81,0.0741,1.25,2.22,0.395,SPY
macd,close_atr@2.0,lo20_atr@0.5,81,0.0864,1.25,3.37,0.383,SPY
macd,close_atr@2.0,lo20_atr@1.0,81,0.0494,1.25,3.75,0.383,SPY
macd,close_atr@2.0,keltner@2.0,81,0.1235,1.25,2.11,0.407,SPY
macd,close_atr@2.0,keltner@2.5,81,0.0988,1.25,2.68,0.42,SPY
macd,close_atr@2.0,fibext@1.272,81,0.0,1.25,4.92,0.37,SPY
macd,close_atr@2.0,fibext@1.618,81,0.0,1.25,6.45,0.407,SPY
macd,close_atr@2.5,close_atr@1.5,81,0.1481,1.72,1.26,0.605,SPY
macd,close_atr@2.5,close_atr@2.0,81,0.0988,1.72,1.36,0.506,SPY
macd,close_atr@2.5,close_atr@2.5,81,0.0741,1.72,1.81,0.506,SPY
macd,close_atr@2.5,close_atr@3.0,81,0.0494,1.72,2.22,0.395,SPY
macd,close_atr@2.5,lo20_atr@0.5,81,0.0741,1.72,3.37,0.358,SPY
macd,close_atr@2.5,lo20_atr@1.0,81,0.037,1.72,3.75,0.383,SPY
macd,close_atr@2.5,keltner@2.0,81,0.0864,1.72,2.11,0.444,SPY
macd,close_atr@2.5,keltner@2.5,81,0.0864,1.72,2.68,0.407,SPY
macd,close_atr@2.5,fibext@1.272,81,0.0,1.72,4.92,0.37,SPY
macd,close_atr@2.5,fibext@1.618,81,0.0,1.72,6.45,0.395,SPY
macd,close_atr@3.0,close_atr@1.5,81,0.0988,2.15,1.26,0.605,SPY
macd,close_atr@3.0,close_atr@2.0,81,0.0617,2.15,1.36,0.605,SPY
macd,close_atr@3.0,close_atr@2.5,81,0.0617,2.15,1.81,0.506,SPY
macd,close_atr@3.0,close_atr@3.0,81,0.0247,2.15,2.22,0.506,SPY
macd,close_atr@3.0,lo20_atr@0.5,81,0.0247,2.15,3.37,0.383,SPY
macd,close_atr@3.0,lo20_atr@1.0,81,0.0123,2.15,3.75,0.358,SPY
macd,close_atr@3.0,keltner@2.0,81,0.0617,2.15,2.11,0.444,SPY
macd,close_atr@3.0,keltner@2.5,81,0.037,2.15,2.68,0.444,SPY
macd,close_atr@3.0,fibext@1.272,81,0.0,2.15,4.92,0.37,SPY
macd,close_atr@3.0,fibext@1.618,81,0.0,2.15,6.45,0.383,SPY
macd,hi20_atr@0.5,close_atr@1.5,81,0.2346,1.15,1.26,0.481,SPY
macd,hi20_atr@0.5,close_atr@2.0,81,0.2099,1.15,1.36,0.432,SPY
macd,hi20_atr@0.5,close_atr@2.5,81,0.1728,1.15,1.81,0.407,SPY
macd,hi20_atr@0.5,close_atr@3.0,81,0.1358,1.15,2.22,0.407,SPY
macd,hi20_atr@0.5,lo20_atr@0.5,81,0.0741,1.15,3.37,0.407,SPY
macd,hi20_atr@0.5,lo20_atr@1.0,81,0.037,1.15,3.75,0.395,SPY
macd,hi20_atr@0.5,keltner@2.0,81,0.1728,1.15,2.11,0.395,SPY
macd,hi20_atr@0.5,keltner@2.5,81,0.1235,1.15,2.68,0.407,SPY
macd,hi20_atr@0.5,fibext@1.272,81,0.0123,1.15,4.92,0.37,SPY
macd,hi20_atr@0.5,fibext@1.618,81,0.0,1.15,6.45,0.383,SPY
macd,hi20_atr@1.0,close_atr@1.5,81,0.1852,1.33,1.26,0.494,SPY
macd,hi20_atr@1.0,close_atr@2.0,81,0.1481,1.33,1.36,0.481,SPY
macd,hi20_atr@1.0,close_atr@2.5,81,0.1111,1.33,1.81,0.432,SPY
macd,hi20_atr@1.0,close_atr@3.0,81,0.0988,1.33,2.22,0.407,SPY
macd,hi20_atr@1.0,lo20_atr@0.5,81,0.0123,1.33,3.37,0.383,SPY
macd,hi20_atr@1.0,lo20_atr@1.0,81,0.0,1.33,3.75,0.407,SPY
macd,hi20_atr@1.0,keltner@2.0,81,0.0864,1.33,2.11,0.444,SPY
macd,hi20_atr@1.0,keltner@2.5,81,0.0494,1.33,2.68,0.395,SPY
macd,hi20_atr@1.0,fibext@1.272,81,0.0,1.33,4.92,0.395,SPY
macd,hi20_atr@1.0,fibext@1.618,81,0.0,1.33,6.45,0.395,SPY
macd,keltner@2.0,close_atr@1.5,81,0.1975,1.27,1.26,0.444,SPY
macd,keltner@2.0,close_atr@2.0,81,0.2346,1.27,1.36,0.407,SPY
macd,keltner@2.0,close_atr@2.5,81,0.1605,1.27,1.81,0.42,SPY
macd,keltner@2.0,close_atr@3.0,81,0.1481,1.27,2.22,0.395,SPY
macd,keltner@2.0,lo20_atr@0.5,81,0.1235,1.27,3.37,0.346,SPY
macd,keltner@2.0,lo20_atr@1.0,81,0.0494,1.27,3.75,0.383,SPY
macd,keltner@2.0,keltner@2.0,81,0.1852,1.27,2.11,0.383,SPY
macd,keltner@2.0,keltner@2.5,81,0.1728,1.27,2.68,0.383,SPY
macd,keltner@2.0,fibext@1.272,81,0.0,1.27,4.92,0.383,SPY
macd,keltner@2.0,fibext@1.618,81,0.0,1.27,6.45,0.395,SPY
macd,keltner@2.5,close_atr@1.5,81,0.1852,1.23,1.26,0.444,SPY
macd,keltner@2.5,close_atr@2.0,81,0.1975,1.23,1.36,0.444,SPY
macd,keltner@2.5,close_atr@2.5,81,0.1481,1.23,1.81,0.407,SPY
macd,keltner@2.5,close_atr@3.0,81,0.1235,1.23,2.22,0.42,SPY
macd,keltner@2.5,lo20_atr@0.5,81,0.0741,1.23,3.37,0.383,SPY
macd,keltner@2.5,lo20_atr@1.0,81,0.037,1.23,3.75,0.346,SPY
macd,keltner@2.5,keltner@2.0,81,0.1235,1.23,2.11,0.42,SPY
macd,keltner@2.5,keltner@2.5,81,0.0988,1.23,2.68,0.383,SPY
macd,keltner@2.5,fibext@1.272,81,0.0,1.23,4.92,0.37,SPY
macd,keltner@2.5,fibext@1.618,81,0.0,1.23,6.45,0.383,SPY
macd,fibext@1.272,close_atr@1.5,81,0.0741,2.24,1.26,0.58,SPY
macd,fibext@1.272,close_atr@2.0,81,0.0494,2.24,1.36,0.531,SPY
macd,fibext@1.272,close_atr@2.5,81,0.0494,2.24,1.81,0.519,SPY
macd,fibext@1.272,close_atr@3.0,81,0.037,2.24,2.22,0.531,SPY
macd,fibext@1.272,lo20_atr@0.5,81,0.0247,2.24,3.37,0.457,SPY
macd,fibext@1.272,lo20_atr@1.0,81,0.0,2.24,3.75,0.457,SPY
macd,fibext@1.272,keltner@2.0,81,0.037,2.24,2.11,0.519,SPY
macd,fibext@1.272,keltner@2.5,81,0.0247,2.24,2.68,0.494,SPY
macd,fibext@1.272,fibext@1.272,81,0.0,2.24,4.92,0.407,SPY
macd,fibext@1.272,fibext@1.618,81,0.0,2.24,6.45,0.407,SPY
macd,fibext@1.618,close_atr@1.5,81,0.037,3.9,1.26,0.593,SPY
macd,fibext@1.618,close_atr@2.0,81,0.0247,3.9,1.36,0.58,SPY
macd,fibext@1.618,close_atr@2.5,81,0.0247,3.9,1.81,0.58,SPY
macd,fibext@1.618,close_atr@3.0,81,0.0,3.9,2.22,0.543,SPY
macd,fibext@1.618,lo20_atr@0.5,81,0.0,3.9,3.37,0.519,SPY
macd,fibext@1.618,lo20_atr@1.0,81,0.0,3.9,3.75,0.481,SPY
macd,fibext@1.618,keltner@2.0,81,0.0123,3.9,2.11,0.568,SPY
macd,fibext@1.618,keltner@2.5,81,0.0,3.9,2.68,0.543,SPY
macd,fibext@1.618,fibext@1.272,81,0.0,3.9,4.92,0.457,SPY
macd,fibext@1.618,fibext@1.618,81,0.0,3.9,6.45,0.407,SPY
mom10,close_atr@1.5,close_atr@1.5,81,0.2469,0.82,1.29,0.543,SPY
mom10,close_atr@1.5,close_atr@2.0,81,0.2222,0.82,1.23,0.395,SPY
mom10,close_atr@1.5,close_atr@2.5,81,0.1235,0.82,1.73,0.395,SPY
mom10,close_atr@1.5,close_atr@3.0,81,0.1111,0.82,2.2,0.395,SPY
mom10,close_atr@1.5,lo20_atr@0.5,81,0.0988,0.82,3.16,0.37,SPY
mom10,close_atr@1.5,lo20_atr@1.0,81,0.0864,0.82,3.49,0.395,SPY
mom10,close_atr@1.5,keltner@2.0,81,0.1111,0.82,2.0,0.383,SPY
mom10,close_atr@1.5,keltner@2.5,81,0.1235,0.82,2.49,0.37,SPY
mom10,close_atr@1.5,fibext@1.272,81,0.0247,0.82,4.2,0.395,SPY
mom10,close_atr@1.5,fibext@1.618,81,0.0,0.82,5.84,0.395,SPY
mom10,close_atr@2.0,close_atr@1.5,81,0.1852,1.32,1.29,0.543,SPY
mom10,close_atr@2.0,close_atr@2.0,81,0.1358,1.32,1.23,0.543,SPY
mom10,close_atr@2.0,close_atr@2.5,81,0.0741,1.32,1.73,0.395,SPY
mom10,close_atr@2.0,close_atr@3.0,81,0.0617,1.32,2.2,0.395,SPY
mom10,close_atr@2.0,lo20_atr@0.5,81,0.0864,1.32,3.16,0.383,SPY
mom10,close_atr@2.0,lo20_atr@1.0,81,0.0617,1.32,3.49,0.37,SPY
mom10,close_atr@2.0,keltner@2.0,81,0.0864,1.32,2.0,0.42,SPY
mom10,close_atr@2.0,keltner@2.5,81,0.0988,1.32,2.49,0.383,SPY
mom10,close_atr@2.0,fibext@1.272,81,0.0247,1.32,4.2,0.37,SPY
mom10,close_atr@2.0,fibext@1.618,81,0.0,1.32,5.84,0.407,SPY
mom10,close_atr@2.5,close_atr@1.5,81,0.1481,1.76,1.29,0.605,SPY
mom10,close_atr@2.5,close_atr@2.0,81,0.1111,1.76,1.23,0.543,SPY
mom10,close_atr@2.5,close_atr@2.5,81,0.0741,1.76,1.73,0.543,SPY
mom10,close_atr@2.5,close_atr@3.0,81,0.0617,1.76,2.2,0.395,SPY
mom10,close_atr@2.5,lo20_atr@0.5,81,0.0494,1.76,3.16,0.383,SPY
mom10,close_atr@2.5,lo20_atr@1.0,81,0.0247,1.76,3.49,0.383,SPY
mom10,close_atr@2.5,keltner@2.0,81,0.0741,1.76,2.0,0.457,SPY
mom10,close_atr@2.5,keltner@2.5,81,0.0864,1.76,2.49,0.42,SPY
mom10,close_atr@2.5,fibext@1.272,81,0.0,1.76,4.2,0.37,SPY
mom10,close_atr@2.5,fibext@1.618,81,0.0,1.76,5.84,0.395,SPY
mom10,close_atr@3.0,close_atr@1.5,81,0.0741,2.15,1.29,0.605,SPY
mom10,close_atr@3.0,close_atr@2.0,81,0.0494,2.15,1.23,0.605,SPY
mom10,close_atr@3.0,close_atr@2.5,81,0.037,2.15,1.73,0.543,SPY
mom10,close_atr@3.0,close_atr@3.0,81,0.0247,2.15,2.2,0.543,SPY
mom10,close_atr@3.0,lo20_atr@0.5,81,0.0247,2.15,3.16,0.358,SPY
mom10,close_atr@3.0,lo20_atr@1.0,81,0.0123,2.15,3.49,0.383,SPY
mom10,close_atr@3.0,keltner@2.0,81,0.0494,2.15,2.0,0.506,SPY
mom10,close_atr@3.0,keltner@2.5,81,0.0494,2.15,2.49,0.457,SPY
mom10,close_atr@3.0,fibext@1.272,81,0.0,2.15,4.2,0.383,SPY
mom10,close_atr@3.0,fibext@1.618,81,0.0,2.15,5.84,0.383,SPY
mom10,hi20_atr@0.5,close_atr@1.5,81,0.1975,1.1,1.29,0.506,SPY
mom10,hi20_atr@0.5,close_atr@2.0,81,0.1975,1.1,1.23,0.457,SPY
mom10,hi20_atr@0.5,close_atr@2.5,81,0.1728,1.1,1.73,0.42,SPY
mom10,hi20_atr@0.5,close_atr@3.0,81,0.1358,1.1,2.2,0.395,SPY
mom10,hi20_atr@0.5,lo20_atr@0.5,81,0.0494,1.1,3.16,0.383,SPY
mom10,hi20_atr@0.5,lo20_atr@1.0,81,0.037,1.1,3.49,0.358,SPY
mom10,hi20_atr@0.5,keltner@2.0,81,0.1358,1.1,2.0,0.432,SPY
mom10,hi20_atr@0.5,keltner@2.5,81,0.1111,1.1,2.49,0.395,SPY
mom10,hi20_atr@0.5,fibext@1.272,81,0.0123,1.1,4.2,0.358,SPY
mom10,hi20_atr@0.5,fibext@1.618,81,0.0,1.1,5.84,0.383,SPY
mom10,hi20_atr@1.0,close_atr@1.5,81,0.1728,1.29,1.29,0.531,SPY
mom10,hi20_atr@1.0,close_atr@2.0,81,0.1235,1.29,1.23,0.506,SPY
mom10,hi20_atr@1.0,close_atr@2.5,81,0.0988,1.29,1.73,0.457,SPY
mom10,hi20_atr@1.0,close_atr@3.0,81,0.0988,1.29,2.2,0.42,SPY
mom10,hi20_atr@1.0,lo20_atr@0.5,81,0.0123,1.29,3.16,0.407,SPY
mom10,hi20_atr@1.0,lo20_atr@1.0,81,0.0123,1.29,3.49,0.383,SPY
mom10,hi20_atr@1.0,keltner@2.0,81,0.0494,1.29,2.0,0.481,SPY
mom10,hi20_atr@1.0,keltner@2.5,81,0.037,1.29,2.49,0.432,SPY
mom10,hi20_atr@1.0,fibext@1.272,81,0.0,1.29,4.2,0.37,SPY
mom10,hi20_atr@1.0,fibext@1.618,81,0.0,1.29,5.84,0.395,SPY
mom10,keltner@2.0,close_atr@1.5,81,0.1852,1.07,1.29,0.457,SPY
mom10,keltner@2.0,close_atr@2.0,81,0.2346,1.07,1.23,0.42,SPY
mom10,keltner@2.0,close_atr@2.5,81,0.1975,1.07,1.73,0.383,SPY
mom10,keltner@2.0,close_atr@3.0,81,0.1852,1.07,2.2,0.37,SPY
mom10,keltner@2.0,lo20_atr@0.5,81,0.1111,1.07,3.16,0.346,SPY
mom10,keltner@2.0,lo20_atr@1.0,81,0.0617,1.07,3.49,0.37,SPY
mom10,keltner@2.0,keltner@2.0,81,0.1728,1.07,2.0,0.407,SPY
mom10,keltner@2.0,keltner@2.5,81,0.1728,1.07,2.49,0.37,SPY
mom10,keltner@2.0,fibext@1.272,81,0.0123,1.07,4.2,0.37,SPY
mom10,keltner@2.0,fibext@1.618,81,0.0,1.07,5.84,0.395,SPY
mom10,keltner@2.5,close_atr@1.5,81,0.2099,1.05,1.29,0.506,SPY
mom10,keltner@2.5,close_atr@2.0,81,0.1852,1.05,1.23,0.457,SPY
mom10,keltner@2.5,close_atr@2.5,81,0.1358,1.05,1.73,0.42,SPY
mom10,keltner@2.5,close_atr@3.0,81,0.1235,1.05,2.2,0.383,SPY
mom10,keltner@2.5,lo20_atr@0.5,81,0.0617,1.05,3.16,0.383,SPY
mom10,keltner@2.5,lo20_atr@1.0,81,0.037,1.05,3.49,0.346,SPY
mom10,keltner@2.5,keltner@2.0,81,0.1111,1.05,2.0,0.444,SPY
mom10,keltner@2.5,keltner@2.5,81,0.0988,1.05,2.49,0.407,SPY
mom10,keltner@2.5,fibext@1.272,81,0.0,1.05,4.2,0.37,SPY
mom10,keltner@2.5,fibext@1.618,81,0.0,1.05,5.84,0.37,SPY
mom10,fibext@1.272,close_atr@1.5,81,0.037,2.69,1.29,0.63,SPY
mom10,fibext@1.272,close_atr@2.0,81,0.0123,2.69,1.23,0.556,SPY
mom10,fibext@1.272,close_atr@2.5,81,0.0,2.69,1.73,0.556,SPY
mom10,fibext@1.272,close_atr@3.0,81,0.0,2.69,2.2,0.58,SPY
mom10,fibext@1.272,lo20_atr@0.5,81,0.0,2.69,3.16,0.494,SPY
mom10,fibext@1.272,lo20_atr@1.0,81,0.0,2.69,3.49,0.481,SPY
mom10,fibext@1.272,keltner@2.0,81,0.0,2.69,2.0,0.568,SPY
mom10,fibext@1.272,keltner@2.5,81,0.0,2.69,2.49,0.531,SPY
mom10,fibext@1.272,fibext@1.272,81,0.0,2.69,4.2,0.42,SPY
mom10,fibext@1.272,fibext@1.618,81,0.0,2.69,5.84,0.383,SPY
mom10,fibext@1.618,close_atr@1.5,81,0.0,4.12,1.29,0.605,SPY
mom10,fibext@1.618,close_atr@2.0,81,0.0,4.12,1.23,0.605,SPY
mom10,fibext@1.618,close_atr@2.5,81,0.0,4.12,1.73,0.617,SPY
