trend,hi,lo,n,hit_rate,he_med,le_med,dir_acc,ticker
none,close_atr@1.5,close_atr@1.5,81,0.0494,2.22,2.39,0.494,AAPL
none,close_atr@1.5,close_atr@2.0,81,0.0247,2.22,2.88,0.494,AAPL
none,close_atr@1.5,close_atr@2.5,81,0.0123,2.22,3.74,0.494,AAPL
none,close_atr@1.5,close_atr@3.0,81,0.0247,2.22,4.81,0.494,AAPL
none,close_atr@1.5,lo20_atr@0.5,81,0.0247,2.22,5.92,0.531,AAPL
none,close_atr@1.5,lo20_atr@1.0,81,0.0247,2.22,6.64,0.506,AAPL
none,close_atr@1.5,keltner@2.0,81,0.0494,2.22,3.51,0.519,AAPL
none,close_atr@1.5,keltner@2.5,81,0.0123,2.22,4.05,0.531,AAPL
none,close_atr@1.5,fibext@1.272,81,0.0123,2.22,7.54,0.519,AAPL
none,close_atr@1.5,fibext@1.618,81,0.0247,2.22,11.04,0.481,AAPL
none,close_atr@2.0,close_atr@1.5,81,0.0247,2.37,2.39,0.506,AAPL
none,close_atr@2.0,close_atr@2.0,81,0.037,2.37,2.88,0.494,AAPL
none,close_atr@2.0,close_atr@2.5,81,0.0123,2.37,3.74,0.494,AAPL
none,close_atr@2.0,close_atr@3.0,81,0.037,2.37,4.81,0.494,AAPL
none,close_atr@2.0,lo20_atr@0.5,81,0.0247,2.37,5.92,0.531,AAPL
none,close_atr@2.0,lo20_atr@1.0,81,0.0247,2.37,6.64,0.531,AAPL
none,close_atr@2.0,keltner@2.0,81,0.0494,2.37,3.51,0.556,AAPL
none,close_atr@2.0,keltner@2.5,81,0.0,2.37,4.05,0.519,AAPL
none,close_atr@2.0,fibext@1.272,81,0.0123,2.37,7.54,0.506,AAPL
none,close_atr@2.0,fibext@1.618,81,0.0,2.37,11.04,0.481,AAPL
none,close_atr@2.5,close_atr@1.5,81,0.0123,3.04,2.39,0.506,AAPL
none,close_atr@2.5,close_atr@2.0,81,0.0247,3.04,2.88,0.506,AAPL
none,close_atr@2.5,close_atr@2.5,81,0.0123,3.04,3.74,0.494,AAPL
none,close_atr@2.5,close_atr@3.0,81,0.0123,3.04,4.81,0.494,AAPL
none,close_atr@2.5,lo20_atr@0.5,81,0.0123,3.04,5.92,0.531,AAPL
none,close_atr@2.5,lo20_atr@1.0,81,0.0123,3.04,6.64,0.531,AAPL
none,close_atr@2.5,keltner@2.0,81,0.0247,3.04,3.51,0.543,AAPL
none,close_atr@2.5,keltner@2.5,81,0.0,3.04,4.05,0.556,AAPL
none,close_atr@2.5,fibext@1.272,81,0.0,3.04,7.54,0.506,AAPL
none,close_atr@2.5,fibext@1.618,81,0.0,3.04,11.04,0.506,AAPL
none,close_atr@3.0,close_atr@1.5,81,0.0123,3.51,2.39,0.506,AAPL
none,close_atr@3.0,close_atr@2.0,81,0.0247,3.51,2.88,0.506,AAPL
none,close_atr@3.0,close_atr@2.5,81,0.0123,3.51,3.74,0.506,AAPL
none,close_atr@3.0,close_atr@3.0,81,0.0123,3.51,4.81,0.494,AAPL
none,close_atr@3.0,lo20_atr@0.5,81,0.0,3.51,5.92,0.543,AAPL
none,close_atr@3.0,lo20_atr@1.0,81,0.0,3.51,6.64,0.531,AAPL
none,close_atr@3.0,keltner@2.0,81,0.0123,3.51,3.51,0.531,AAPL
none,close_atr@3.0,keltner@2.5,81,0.0,3.51,4.05,0.543,AAPL
none,close_atr@3.0,fibext@1.272,81,0.0,3.51,7.54,0.506,AAPL
none,close_atr@3.0,fibext@1.618,81,0.0,3.51,11.04,0.531,AAPL
none,hi20_atr@0.5,close_atr@1.5,81,0.0247,3.98,2.39,0.494,AAPL
none,hi20_atr@0.5,close_atr@2.0,81,0.0247,3.98,2.88,0.481,AAPL
none,hi20_atr@0.5,close_atr@2.5,81,0.0123,3.98,3.74,0.481,AAPL
none,hi20_atr@0.5,close_atr@3.0,81,0.0494,3.98,4.81,0.506,AAPL
none,hi20_atr@0.5,lo20_atr@0.5,81,0.0,3.98,5.92,0.519,AAPL
none,hi20_atr@0.5,lo20_atr@1.0,81,0.0,3.98,6.64,0.494,AAPL
none,hi20_atr@0.5,keltner@2.0,81,0.0123,3.98,3.51,0.494,AAPL
none,hi20_atr@0.5,keltner@2.5,81,0.0,3.98,4.05,0.506,AAPL
none,hi20_atr@0.5,fibext@1.272,81,0.0,3.98,7.54,0.531,AAPL
none,hi20_atr@0.5,fibext@1.618,81,0.0,3.98,11.04,0.531,AAPL
none,hi20_atr@1.0,close_atr@1.5,81,0.037,4.19,2.39,0.519,AAPL
none,hi20_atr@1.0,close_atr@2.0,81,0.037,4.19,2.88,0.494,AAPL
none,hi20_atr@1.0,close_atr@2.5,81,0.0123,4.19,3.74,0.481,AAPL
none,hi20_atr@1.0,close_atr@3.0,81,0.037,4.19,4.81,0.481,AAPL
none,hi20_atr@1.0,lo20_atr@0.5,81,0.0,4.19,5.92,0.519,AAPL
none,hi20_atr@1.0,lo20_atr@1.0,81,0.0,4.19,6.64,0.519,AAPL
none,hi20_atr@1.0,keltner@2.0,81,0.0247,4.19,3.51,0.506,AAPL
none,hi20_atr@1.0,keltner@2.5,81,0.0,4.19,4.05,0.494,AAPL
none,hi20_atr@1.0,fibext@1.272,81,0.0,4.19,7.54,0.531,AAPL
none,hi20_atr@1.0,fibext@1.618,81,0.0,4.19,11.04,0.543,AAPL
none,keltner@2.0,close_atr@1.5,81,0.0,3.52,2.39,0.543,AAPL
none,keltner@2.0,close_atr@2.0,81,0.0,3.52,2.88,0.556,AAPL
none,keltner@2.0,close_atr@2.5,81,0.0123,3.52,3.74,0.519,AAPL
none,keltner@2.0,close_atr@3.0,81,0.0247,3.52,4.81,0.531,AAPL
none,keltner@2.0,lo20_atr@0.5,81,0.0,3.52,5.92,0.519,AAPL
none,keltner@2.0,lo20_atr@1.0,81,0.0,3.52,6.64,0.543,AAPL
none,keltner@2.0,keltner@2.0,81,0.037,3.52,3.51,0.556,AAPL
none,keltner@2.0,keltner@2.5,81,0.0123,3.52,4.05,0.556,AAPL
none,keltner@2.0,fibext@1.272,81,0.0,3.52,7.54,0.543,AAPL
none,keltner@2.0,fibext@1.618,81,0.0,3.52,11.04,0.506,AAPL
none,keltner@2.5,close_atr@1.5,81,0.0123,3.59,2.39,0.531,AAPL
none,keltner@2.5,close_atr@2.0,81,0.0123,3.59,2.88,0.543,AAPL
none,keltner@2.5,close_atr@2.5,81,0.0247,3.59,3.74,0.556,AAPL
none,keltner@2.5,close_atr@3.0,81,0.0494,3.59,4.81,0.519,AAPL
none,keltner@2.5,lo20_atr@0.5,81,0.0,3.59,5.92,0.519,AAPL
none,keltner@2.5,lo20_atr@1.0,81,0.0,3.59,6.64,0.519,AAPL
none,keltner@2.5,keltner@2.0,81,0.0123,3.59,3.51,0.543,AAPL
none,keltner@2.5,keltner@2.5,81,0.0,3.59,4.05,0.556,AAPL
none,keltner@2.5,fibext@1.272,81,0.0,3.59,7.54,0.556,AAPL
none,keltner@2.5,fibext@1.618,81,0.0,3.59,11.04,0.519,AAPL
none,fibext@1.272,close_atr@1.5,81,0.0247,4.91,2.39,0.481,AAPL
none,fibext@1.272,close_atr@2.0,81,0.0,4.91,2.88,0.457,AAPL
none,fibext@1.272,close_atr@2.5,81,0.0,4.91,3.74,0.432,AAPL
none,fibext@1.272,close_atr@3.0,81,0.0,4.91,4.81,0.432,AAPL
none,fibext@1.272,lo20_atr@0.5,81,0.0,4.91,5.92,0.494,AAPL
none,fibext@1.272,lo20_atr@1.0,81,0.0,4.91,6.64,0.506,AAPL
none,fibext@1.272,keltner@2.0,81,0.0,4.91,3.51,0.481,AAPL
none,fibext@1.272,keltner@2.5,81,0.0,4.91,4.05,0.506,AAPL
none,fibext@1.272,fibext@1.272,81,0.0,4.91,7.54,0.519,AAPL
none,fibext@1.272,fibext@1.618,81,0.0,4.91,11.04,0.531,AAPL
none,fibext@1.618,close_atr@1.5,81,0.0123,7.55,2.39,0.494,AAPL
none,fibext@1.618,close_atr@2.0,81,0.0123,7.55,2.88,0.481,AAPL
none,fibext@1.618,close_atr@2.5,81,0.0,7.55,3.74,0.469,AAPL
none,fibext@1.618,close_atr@3.0,81,0.0,7.55,4.81,0.469,AAPL
none,fibext@1.618,lo20_atr@0.5,81,0.0,7.55,5.92,0.506,AAPL
none,fibext@1.618,lo20_atr@1.0,81,0.0,7.55,6.64,0.519,AAPL
none,fibext@1.618,keltner@2.0,81,0.0,7.55,3.51,0.506,AAPL
none,fibext@1.618,keltner@2.5,81,0.0,7.55,4.05,0.481,AAPL
none,fibext@1.618,fibext@1.272,81,0.0,7.55,7.54,0.519,AAPL
none,fibext@1.618,fibext@1.618,81,0.0,7.55,11.04,0.519,AAPL
ema50,close_atr@1.5,close_atr@1.5,81,0.0247,2.29,2.8,0.469,AAPL
ema50,close_atr@1.5,close_atr@2.0,81,0.0247,2.29,3.19,0.494,AAPL
ema50,close_atr@1.5,close_atr@2.5,81,0.0247,2.29,3.89,0.494,AAPL
ema50,close_atr@1.5,close_atr@3.0,81,0.037,2.29,4.88,0.494,AAPL
ema50,close_atr@1.5,lo20_atr@0.5,81,0.0247,2.29,5.92,0.531,AAPL
ema50,close_atr@1.5,lo20_atr@1.0,81,0.0,2.29,7.0,0.494,AAPL
ema50,close_atr@1.5,keltner@2.0,81,0.0494,2.29,3.96,0.543,AAPL
ema50,close_atr@1.5,keltner@2.5,81,0.0,2.29,4.78,0.543,AAPL
ema50,close_atr@1.5,fibext@1.272,81,0.0123,2.29,8.83,0.494,AAPL
ema50,close_atr@1.5,fibext@1.618,81,0.0,2.29,12.56,0.494,AAPL
ema50,close_atr@2.0,close_atr@1.5,81,0.0123,2.61,2.8,0.469,AAPL
ema50,close_atr@2.0,close_atr@2.0,81,0.0123,2.61,3.19,0.469,AAPL
ema50,close_atr@2.0,close_atr@2.5,81,0.0247,2.61,3.89,0.494,AAPL
ema50,close_atr@2.0,close_atr@3.0,81,0.0247,2.61,4.88,0.494,AAPL
ema50,close_atr@2.0,lo20_atr@0.5,81,0.0247,2.61,5.92,0.531,AAPL
ema50,close_atr@2.0,lo20_atr@1.0,81,0.0,2.61,7.0,0.531,AAPL
ema50,close_atr@2.0,keltner@2.0,81,0.0247,2.61,3.96,0.506,AAPL
ema50,close_atr@2.0,keltner@2.5,81,0.0,2.61,4.78,0.543,AAPL
ema50,close_atr@2.0,fibext@1.272,81,0.0,2.61,8.83,0.506,AAPL
ema50,close_atr@2.0,fibext@1.618,81,0.0,2.61,12.56,0.506,AAPL
ema50,close_atr@2.5,close_atr@1.5,81,0.0123,3.36,2.8,0.506,AAPL
ema50,close_atr@2.5,close_atr@2.0,81,0.0123,3.36,3.19,0.469,AAPL
ema50,close_atr@2.5,close_atr@2.5,81,0.0123,3.36,3.89,0.469,AAPL
ema50,close_atr@2.5,close_atr@3.0,81,0.0123,3.36,4.88,0.494,AAPL
ema50,close_atr@2.5,lo20_atr@0.5,81,0.0123,3.36,5.92,0.519,AAPL
ema50,close_atr@2.5,lo20_atr@1.0,81,0.0,3.36,7.0,0.531,AAPL
ema50,close_atr@2.5,keltner@2.0,81,0.0123,3.36,3.96,0.543,AAPL
ema50,close_atr@2.5,keltner@2.5,81,0.0,3.36,4.78,0.506,AAPL
ema50,close_atr@2.5,fibext@1.272,81,0.0,3.36,8.83,0.481,AAPL
ema50,close_atr@2.5,fibext@1.618,81,0.0,3.36,12.56,0.506,AAPL
ema50,close_atr@3.0,close_atr@1.5,81,0.0123,3.98,2.8,0.506,AAPL
ema50,close_atr@3.0,close_atr@2.0,81,0.0,3.98,3.19,0.506,AAPL
ema50,close_atr@3.0,close_atr@2.5,81,0.0,3.98,3.89,0.469,AAPL
ema50,close_atr@3.0,close_atr@3.0,81,0.0123,3.98,4.88,0.469,AAPL
ema50,close_atr@3.0,lo20_atr@0.5,81,0.0,3.98,5.92,0.543,AAPL
ema50,close_atr@3.0,lo20_atr@1.0,81,0.0,3.98,7.0,0.519,AAPL
ema50,close_atr@3.0,keltner@2.0,81,0.0,3.98,3.96,0.531,AAPL
ema50,close_atr@3.0,keltner@2.5,81,0.0,3.98,4.78,0.543,AAPL
ema50,close_atr@3.0,fibext@1.272,81,0.0,3.98,8.83,0.506,AAPL
ema50,close_atr@3.0,fibext@1.618,81,0.0,3.98,12.56,0.481,AAPL
ema50,hi20_atr@0.5,close_atr@1.5,81,0.037,3.8,2.8,0.481,AAPL
ema50,hi20_atr@0.5,close_atr@2.0,81,0.037,3.8,3.19,0.481,AAPL
ema50,hi20_atr@0.5,close_atr@2.5,81,0.0123,3.8,3.89,0.531,AAPL
ema50,hi20_atr@0.5,close_atr@3.0,81,0.037,3.8,4.88,0.481,AAPL
ema50,hi20_atr@0.5,lo20_atr@0.5,81,0.0,3.8,5.92,0.506,AAPL
ema50,hi20_atr@0.5,lo20_atr@1.0,81,0.0,3.8,7.0,0.568,AAPL
ema50,hi20_atr@0.5,keltner@2.0,81,0.0247,3.8,3.96,0.494,AAPL
ema50,hi20_atr@0.5,keltner@2.5,81,0.0123,3.8,4.78,0.519,AAPL
ema50,hi20_atr@0.5,fibext@1.272,81,0.0,3.8,8.83,0.531,AAPL
ema50,hi20_atr@0.5,fibext@1.618,81,0.0,3.8,12.56,0.494,AAPL
ema50,hi20_atr@1.0,close_atr@1.5,81,0.0247,3.87,2.8,0.494,AAPL
ema50,hi20_atr@1.0,close_atr@2.0,81,0.0123,3.87,3.19,0.481,AAPL
ema50,hi20_atr@1.0,close_atr@2.5,81,0.0123,3.87,3.89,0.481,AAPL
ema50,hi20_atr@1.0,close_atr@3.0,81,0.0123,3.87,4.88,0.531,AAPL
ema50,hi20_atr@1.0,lo20_atr@0.5,81,0.0,3.87,5.92,0.481,AAPL
ema50,hi20_atr@1.0,lo20_atr@1.0,81,0.0,3.87,7.0,0.506,AAPL
ema50,hi20_atr@1.0,keltner@2.0,81,0.0247,3.87,3.96,0.494,AAPL
ema50,hi20_atr@1.0,keltner@2.5,81,0.0,3.87,4.78,0.494,AAPL
ema50,hi20_atr@1.0,fibext@1.272,81,0.0,3.87,8.83,0.531,AAPL
ema50,hi20_atr@1.0,fibext@1.618,81,0.0,3.87,12.56,0.494,AAPL
ema50,keltner@2.0,close_atr@1.5,81,0.0123,3.41,2.8,0.543,AAPL
ema50,keltner@2.0,close_atr@2.0,81,0.0123,3.41,3.19,0.506,AAPL
ema50,keltner@2.0,close_atr@2.5,81,0.0247,3.41,3.89,0.543,AAPL
ema50,keltner@2.0,close_atr@3.0,81,0.0494,3.41,4.88,0.543,AAPL
ema50,keltner@2.0,lo20_atr@0.5,81,0.0,3.41,5.92,0.543,AAPL
ema50,keltner@2.0,lo20_atr@1.0,81,0.0,3.41,7.0,0.543,AAPL
ema50,keltner@2.0,keltner@2.0,81,0.0123,3.41,3.96,0.556,AAPL
ema50,keltner@2.0,keltner@2.5,81,0.0123,3.41,4.78,0.519,AAPL
ema50,keltner@2.0,fibext@1.272,81,0.0,3.41,8.83,0.531,AAPL
ema50,keltner@2.0,fibext@1.618,81,0.0,3.41,12.56,0.506,AAPL
ema50,keltner@2.5,close_atr@1.5,81,0.0123,3.71,2.8,0.531,AAPL
ema50,keltner@2.5,close_atr@2.0,81,0.0247,3.71,3.19,0.543,AAPL
ema50,keltner@2.5,close_atr@2.5,81,0.0247,3.71,3.89,0.506,AAPL
ema50,keltner@2.5,close_atr@3.0,81,0.0494,3.71,4.88,0.543,AAPL
ema50,keltner@2.5,lo20_atr@0.5,81,0.0,3.71,5.92,0.519,AAPL
ema50,keltner@2.5,lo20_atr@1.0,81,0.0,3.71,7.0,0.543,AAPL
ema50,keltner@2.5,keltner@2.0,81,0.0247,3.71,3.96,0.543,AAPL
ema50,keltner@2.5,keltner@2.5,81,0.0,3.71,4.78,0.556,AAPL
ema50,keltner@2.5,fibext@1.272,81,0.0,3.71,8.83,0.506,AAPL
ema50,keltner@2.5,fibext@1.618,81,0.0,3.71,12.56,0.494,AAPL
ema50,fibext@1.272,close_atr@1.5,81,0.0,7.78,2.8,0.481,AAPL
ema50,fibext@1.272,close_atr@2.0,81,0.0,7.78,3.19,0.469,AAPL
ema50,fibext@1.272,close_atr@2.5,81,0.0,7.78,3.89,0.457,AAPL
ema50,fibext@1.272,close_atr@3.0,81,0.0,7.78,4.88,0.469,AAPL
ema50,fibext@1.272,lo20_atr@0.5,81,0.0,7.78,5.92,0.494,AAPL
ema50,fibext@1.272,lo20_atr@1.0,81,0.0,7.78,7.0,0.506,AAPL
ema50,fibext@1.272,keltner@2.0,81,0.0,7.78,3.96,0.432,AAPL
ema50,fibext@1.272,keltner@2.5,81,0.0,7.78,4.78,0.444,AAPL
ema50,fibext@1.272,fibext@1.272,81,0.0,7.78,8.83,0.506,AAPL
ema50,fibext@1.272,fibext@1.618,81,0.0,7.78,12.56,0.494,AAPL
ema50,fibext@1.618,close_atr@1.5,81,0.0123,11.25,2.8,0.506,AAPL
ema50,fibext@1.618,close_atr@2.0,81,0.0,11.25,3.19,0.506,AAPL
ema50,fibext@1.618,close_atr@2.5,81,0.0,11.25,3.89,0.494,AAPL
ema50,fibext@1.618,close_atr@3.0,81,0.0,11.25,4.88,0.469,AAPL
ema50,fibext@1.618,lo20_atr@0.5,81,0.0,11.25,5.92,0.481,AAPL
ema50,fibext@1.618,lo20_atr@1.0,81,0.0,11.25,7.0,0.469,AAPL
ema50,fibext@1.618,keltner@2.0,81,0.0,11.25,3.96,0.494,AAPL
ema50,fibext@1.618,keltner@2.5,81,0.0,11.25,4.78,0.481,AAPL
ema50,fibext@1.618,fibext@1.272,81,0.0,11.25,8.83,0.519,AAPL
ema50,fibext@1.618,fibext@1.618,81,0.0,11.25,12.56,0.506,AAPL
macd,close_atr@1.5,close_atr@1.5,81,0.0247,2.22,2.78,0.457,AAPL
macd,close_atr@1.5,close_atr@2.0,81,0.0,2.22,2.88,0.494,AAPL
macd,close_atr@1.5,close_atr@2.5,81,0.0123,2.22,3.83,0.494,AAPL
macd,close_atr@1.5,close_atr@3.0,81,0.0494,2.22,4.97,0.494,AAPL
macd,close_atr@1.5,lo20_atr@0.5,81,0.0247,2.22,6.12,0.506,AAPL
macd,close_atr@1.5,lo20_atr@1.0,81,0.0,2.22,7.0,0.494,AAPL
macd,close_atr@1.5,keltner@2.0,81,0.037,2.22,3.92,0.568,AAPL
macd,close_atr@1.5,keltner@2.5,81,0.0,2.22,4.88,0.543,AAPL
macd,close_atr@1.5,fibext@1.272,81,0.0,2.22,9.27,0.494,AAPL
macd,close_atr@1.5,fibext@1.618,81,0.0,2.22,13.35,0.494,AAPL
macd,close_atr@2.0,close_atr@1.5,81,0.0494,2.57,2.78,0.457,AAPL
macd,close_atr@2.0,close_atr@2.0,81,0.0247,2.57,2.88,0.457,AAPL
macd,close_atr@2.0,close_atr@2.5,81,0.0123,2.57,3.83,0.494,AAPL
macd,close_atr@2.0,close_atr@3.0,81,0.0247,2.57,4.97,0.494,AAPL
macd,close_atr@2.0,lo20_atr@0.5,81,0.0247,2.57,6.12,0.543,AAPL
macd,close_atr@2.0,lo20_atr@1.0,81,0.0,2.57,7.0,0.506,AAPL
macd,close_atr@2.0,keltner@2.0,81,0.0123,2.57,3.92,0.543,AAPL
macd,close_atr@2.0,keltner@2.5,81,0.0,2.57,4.88,0.568,AAPL
macd,close_atr@2.0,fibext@1.272,81,0.0,2.57,9.27,0.481,AAPL
macd,close_atr@2.0,fibext@1.618,81,0.0,2.57,13.35,0.494,AAPL
macd,close_atr@2.5,close_atr@1.5,81,0.0247,3.36,2.78,0.506,AAPL
macd,close_atr@2.5,close_atr@2.0,81,0.0247,3.36,2.88,0.457,AAPL
macd,close_atr@2.5,close_atr@2.5,81,0.0,3.36,3.83,0.457,AAPL
macd,close_atr@2.5,close_atr@3.0,81,0.0,3.36,4.97,0.494,AAPL
macd,close_atr@2.5,lo20_atr@0.5,81,0.0123,3.36,6.12,0.543,AAPL
macd,close_atr@2.5,lo20_atr@1.0,81,0.0,3.36,7.0,0.543,AAPL
macd,close_atr@2.5,keltner@2.0,81,0.0,3.36,3.92,0.519,AAPL
macd,close_atr@2.5,keltner@2.5,81,0.0,3.36,4.88,0.543,AAPL
macd,close_atr@2.5,fibext@1.272,81,0.0,3.36,9.27,0.494,AAPL
macd,close_atr@2.5,fibext@1.618,81,0.0,3.36,13.35,0.506,AAPL
macd,close_atr@3.0,close_atr@1.5,81,0.0123,3.98,2.78,0.506,AAPL
macd,close_atr@3.0,close_atr@2.0,81,0.0123,3.98,2.88,0.506,AAPL
macd,close_atr@3.0,close_atr@2.5,81,0.0123,3.98,3.83,0.457,AAPL
macd,close_atr@3.0,close_atr@3.0,81,0.0,3.98,4.97,0.457,AAPL
macd,close_atr@3.0,lo20_atr@0.5,81,0.0,3.98,6.12,0.543,AAPL
macd,close_atr@3.0,lo20_atr@1.0,81,0.0,3.98,7.0,0.543,AAPL
macd,close_atr@3.0,keltner@2.0,81,0.0,3.98,3.92,0.481,AAPL
macd,close_atr@3.0,keltner@2.5,81,0.0,3.98,4.88,0.519,AAPL
macd,close_atr@3.0,fibext@1.272,81,0.0,3.98,9.27,0.519,AAPL
macd,close_atr@3.0,fibext@1.618,81,0.0,3.98,13.35,0.494,AAPL
macd,hi20_atr@0.5,close_atr@1.5,81,0.037,4.19,2.78,0.481,AAPL
macd,hi20_atr@0.5,close_atr@2.0,81,0.0123,4.19,2.88,0.481,AAPL
macd,hi20_atr@0.5,close_atr@2.5,81,0.0,4.19,3.83,0.481,AAPL
macd,hi20_atr@0.5,close_atr@3.0,81,0.037,4.19,4.97,0.494,AAPL
macd,hi20_atr@0.5,lo20_atr@0.5,81,0.0,4.19,6.12,0.506,AAPL
macd,hi20_atr@0.5,lo20_atr@1.0,81,0.0,4.19,7.0,0.543,AAPL
macd,hi20_atr@0.5,keltner@2.0,81,0.0123,4.19,3.92,0.519,AAPL
macd,hi20_atr@0.5,keltner@2.5,81,0.0123,4.19,4.88,0.494,AAPL
macd,hi20_atr@0.5,fibext@1.272,81,0.0,4.19,9.27,0.543,AAPL
macd,hi20_atr@0.5,fibext@1.618,81,0.0,4.19,13.35,0.481,AAPL
macd,hi20_atr@1.0,close_atr@1.5,81,0.0617,3.89,2.78,0.457,AAPL
macd,hi20_atr@1.0,close_atr@2.0,81,0.0247,3.89,2.88,0.481,AAPL
macd,hi20_atr@1.0,close_atr@2.5,81,0.0,3.89,3.83,0.481,AAPL
macd,hi20_atr@1.0,close_atr@3.0,81,0.0123,3.89,4.97,0.481,AAPL
macd,hi20_atr@1.0,lo20_atr@0.5,81,0.0,3.89,6.12,0.519,AAPL
macd,hi20_atr@1.0,lo20_atr@1.0,81,0.0,3.89,7.0,0.506,AAPL
macd,hi20_atr@1.0,keltner@2.0,81,0.0123,3.89,3.92,0.519,AAPL
macd,hi20_atr@1.0,keltner@2.5,81,0.0,3.89,4.88,0.519,AAPL
macd,hi20_atr@1.0,fibext@1.272,81,0.0,3.89,9.27,0.531,AAPL
macd,hi20_atr@1.0,fibext@1.618,81,0.0,3.89,13.35,0.481,AAPL
macd,keltner@2.0,close_atr@1.5,81,0.0,3.46,2.78,0.519,AAPL
macd,keltner@2.0,close_atr@2.0,81,0.0,3.46,2.88,0.543,AAPL
macd,keltner@2.0,close_atr@2.5,81,0.0247,3.46,3.83,0.568,AAPL
macd,keltner@2.0,close_atr@3.0,81,0.037,3.46,4.97,0.543,AAPL
macd,keltner@2.0,lo20_atr@0.5,81,0.0,3.46,6.12,0.543,AAPL
macd,keltner@2.0,lo20_atr@1.0,81,0.0,3.46,7.0,0.556,AAPL
macd,keltner@2.0,keltner@2.0,81,0.0123,3.46,3.92,0.556,AAPL
macd,keltner@2.0,keltner@2.5,81,0.0123,3.46,4.88,0.543,AAPL
macd,keltner@2.0,fibext@1.272,81,0.0,3.46,9.27,0.494,AAPL
macd,keltner@2.0,fibext@1.618,81,0.0,3.46,13.35,0.494,AAPL
macd,keltner@2.5,close_atr@1.5,81,0.0247,3.59,2.78,0.481,AAPL
macd,keltner@2.5,close_atr@2.0,81,0.0123,3.59,2.88,0.519,AAPL
macd,keltner@2.5,close_atr@2.5,81,0.0247,3.59,3.83,0.543,AAPL
macd,keltner@2.5,close_atr@3.0,81,0.037,3.59,4.97,0.568,AAPL
macd,keltner@2.5,lo20_atr@0.5,81,0.0,3.59,6.12,0.556,AAPL
macd,keltner@2.5,lo20_atr@1.0,81,0.0,3.59,7.0,0.543,AAPL
macd,keltner@2.5,keltner@2.0,81,0.0123,3.59,3.92,0.556,AAPL
macd,keltner@2.5,keltner@2.5,81,0.0,3.59,4.88,0.556,AAPL
macd,keltner@2.5,fibext@1.272,81,0.0,3.59,9.27,0.519,AAPL
macd,keltner@2.5,fibext@1.618,81,0.0,3.59,13.35,0.506,AAPL
macd,fibext@1.272,close_atr@1.5,81,0.0,7.35,2.78,0.481,AAPL
macd,fibext@1.272,close_atr@2.0,81,0.0,7.35,2.88,0.469,AAPL
macd,fibext@1.272,close_atr@2.5,81,0.0,7.35,3.83,0.432,AAPL
macd,fibext@1.272,close_atr@3.0,81,0.0,7.35,4.97,0.457,AAPL
macd,fibext@1.272,lo20_atr@0.5,81,0.0,7.35,6.12,0.506,AAPL
macd,fibext@1.272,lo20_atr@1.0,81,0.0,7.35,7.0,0.506,AAPL
macd,fibext@1.272,keltner@2.0,81,0.0,7.35,3.92,0.432,AAPL
macd,fibext@1.272,keltner@2.5,81,0.0,7.35,4.88,0.444,AAPL
macd,fibext@1.272,fibext@1.272,81,0.0,7.35,9.27,0.531,AAPL
macd,fibext@1.272,fibext@1.618,81,0.0,7.35,13.35,0.506,AAPL
macd,fibext@1.618,close_atr@1.5,81,0.0,10.6,2.78,0.506,AAPL
macd,fibext@1.618,close_atr@2.0,81,0.0,10.6,2.88,0.494,AAPL
macd,fibext@1.618,close_atr@2.5,81,0.0,10.6,3.83,0.494,AAPL
macd,fibext@1.618,close_atr@3.0,81,0.0,10.6,4.97,0.457,AAPL
macd,fibext@1.618,lo20_atr@0.5,81,0.0,10.6,6.12,0.457,AAPL
macd,fibext@1.618,lo20_atr@1.0,81,0.0,10.6,7.0,0.457,AAPL
macd,fibext@1.618,keltner@2.0,81,0.0,10.6,3.92,0.469,AAPL
macd,fibext@1.618,keltner@2.5,81,0.0,10.6,4.88,0.481,AAPL
macd,fibext@1.618,fibext@1.272,81,0.0,10.6,9.27,0.506,AAPL
macd,fibext@1.618,fibext@1.618,81,0.0,10.6,13.35,0.531,AAPL
mom10,close_atr@1.5,close_atr@1.5,81,0.0247,2.22,2.74,0.432,AAPL
mom10,close_atr@1.5,close_atr@2.0,81,0.0123,2.22,2.98,0.494,AAPL
mom10,close_atr@1.5,close_atr@2.5,81,0.0123,2.22,3.89,0.494,AAPL
mom10,close_atr@1.5,close_atr@3.0,81,0.0494,2.22,4.99,0.494,AAPL
mom10,close_atr@1.5,lo20_atr@0.5,81,0.0247,2.22,6.12,0.494,AAPL
mom10,close_atr@1.5,lo20_atr@1.0,81,0.0,2.22,7.0,0.494,AAPL
mom10,close_atr@1.5,keltner@2.0,81,0.037,2.22,3.92,0.531,AAPL
mom10,close_atr@1.5,keltner@2.5,81,0.0,2.22,4.88,0.531,AAPL
mom10,close_atr@1.5,fibext@1.272,81,0.0,2.22,9.6,0.494,AAPL
mom10,close_atr@1.5,fibext@1.618,81,0.0,2.22,13.51,0.494,AAPL
mom10,close_atr@2.0,close_atr@1.5,81,0.037,2.57,2.74,0.432,AAPL
mom10,close_atr@2.0,close_atr@2.0,81,0.0247,2.57,2.98,0.432,AAPL
mom10,close_atr@2.0,close_atr@2.5,81,0.0123,2.57,3.89,0.494,AAPL
mom10,close_atr@2.0,close_atr@3.0,81,0.0247,2.57,4.99,0.494,AAPL
