strategy,side,adx_min,exit,train_n,train_wr,train_exp,train_pf,train_mae,train_mfe,test_n,test_wr,test_exp,test_pf,test_mae,test_mfe
breakout,long,20.0,trail3.0,297,0.20875420875420875,0.1559877149466883,1.1867782213804925,-1.5965398781942666,2.7939403446164914,98,0.2653061224489796,0.6352346038396884,1.8630793023542875,-1.704903180277192,3.701594915384661
breakout,long,20.0,fixed3.0,297,0.2727272727272727,-0.01922305685695228,0.9745881267640084,-1.5192334765012678,1.7088909803771688,98,0.37755102040816324,0.41986799698192717,1.6540490599040683,-1.534743976852502,1.9110980264195365
breakout,long,22.0,trail3.0,202,0.21782178217821782,0.326134900827314,1.3943384796888227,-1.6049458422071352,2.8405396516541526,69,0.2753623188405797,0.5237157942291191,1.727454289412908,-1.7276279406787898,3.7547494220473285
breakout,long,22.0,fixed3.0,202,0.2722772277227723,-0.025391910640467866,0.9665746457902209,-1.5301638355944627,1.6020909356082063,69,0.4057971014492754,0.5523037149836995,1.904465443130676,-1.5489454933775348,2.0127070100174085
