ticker,strategy,side,grade,train_n,train_win_rate,train_avg_win_R,train_expectancy_R,train_profit_factor,train_max_dd_R,test_n,test_win_rate,test_avg_win_R,test_expectancy_R,test_profit_factor,test_max_dd_R
UNH,retest,long,B (thin),1,1.0,1.9846394405487946,1.9846394405487946,99.0,0.0,2,0.0,0.0,-1.039574055489107,0.0,1.0634953593815095
UNH,retest,short,B (thin),11,0.18181818181818182,1.9745773407832998,-0.4895620623057891,0.4230782032324734,9.33433736693028,0,0.0,0.0,0.0,0.0,0.0
GE,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GE,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GE,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GE,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GE,retest,long,B (thin),6,0.3333333333333333,1.975053002691748,-0.022883173672945938,0.9664092399836175,3.0673538699094087,5,0.4,1.9825980983624691,0.17244416749159464,1.2778690571560518,2.0762016870268756
GE,retest,short,B (thin),2,0.5,1.9600230590079788,0.4759328389001475,1.9441637739735076,0.0,0,0.0,0.0,0.0,0.0,0.0
MS,pullback,long,B (thin),1,1.0,1.9430781553988634,1.9430781553988634,99.0,0.0,1,0.0,0.0,-1.0463516826689943,0.0,0.0
MS,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MS,breakout,long,B (thin),1,0.0,0.0,-1.0278877434972002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MS,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MS,retest,long,B (thin),10,0.2,1.9814128918618357,-0.43105419371743625,0.4789858153788824,6.129844304306359,7,0.14285714285714285,1.9544115650643976,-0.6219224643322508,0.30983706577663084,6.307868815390154
MS,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PG,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PG,pullback,short,B (thin),2,0.5,1.8313134938844498,0.3906066942477985,1.7439418246761467,0.0,1,0.0,0.0,-1.0367051842639123,0.0,0.0
PG,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PG,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PG,retest,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,6,0.16666666666666666,1.8828172862667314,-0.3932316554384576,0.44382963611005877,2.1286334759040395
PG,retest,short,B (thin),9,0.3333333333333333,1.9334214378784214,-0.05649164366328718,0.919408805160918,3.1023855295548097,4,0.0,0.0,-1.0415876807400029,0.0,3.1384838867659104
DELL,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
DELL,pullback,short,B (thin),1,0.0,0.0,-1.0194002932116017,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
DELL,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
DELL,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
DELL,retest,long,B (thin),3,0.3333333333333333,1.9640168275996945,-0.03262300611743781,0.9525342207744164,2.061885845952008,4,0.75,0.9278827764979934,0.44257714402749015,2.7470039739367413,1.01333975338402
DELL,retest,short,B (thin),3,0.0,0.0,-1.0113976737963561,0.0,2.0196053499688644,0,0.0,0.0,0.0,0.0,0.0
NFLX,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
NFLX,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
NFLX,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
NFLX,breakout,short,B (thin),1,1.0,1.9796445718635662,1.9796445718635662,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
NFLX,retest,long,B (thin),5,0.0,0.0,-1.0220853556783667,0.0,4.082541383363323,0,0.0,0.0,0.0,0.0,0.0
NFLX,retest,short,B (thin),3,0.3333333333333333,1.983383215313628,-0.015374052723466258,0.9772741877045531,1.011385280413395,2,0.5,1.978604392771357,0.47180942413024074,1.9117217658401469,1.0349855445108755
HD,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-1.0583338549719772,0.0,0.0
HD,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
HD,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
HD,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
HD,retest,long,B (thin),1,0.0,0.0,-1.030237358130466,0.0,0.0,1,0.0,0.0,-1.0583338549719772,0.0,0.0
HD,retest,short,B (thin),3,0.3333333333333333,1.961817126672999,-0.028725198116807737,0.9579219235176971,1.0189522803779094,6,0.16666666666666666,1.9645752206931246,-0.5420812148994899,0.3765673148239141,4.187256809918784
GS,pullback,long,B (thin),1,0.0,0.0,-1.0286402039568325,0.0,0.0,1,0.0,0.0,-1.0239033089054796,0.0,0.0
GS,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GS,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GS,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GS,retest,long,B,12,0.16666666666666666,1.9773838195530349,-0.5324331264246543,0.38232607896353105,6.30059556811161,8,0.25,1.9831383185391322,-0.27859433988692417,0.6402351189273113,6.195031356173657
GS,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PM,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,1.958325484081611,-0.04409317406706167,0.9367266787347914,1.0564437050814404
PM,pullback,short,B (thin),1,0.0,0.0,-1.0446744953980813,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PM,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PM,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PM,retest,long,B,5,0.2,1.9896408754842452,-0.4270300292241799,0.48236161906451813,3.0938058030272355,8,0.125,1.9821807000551341,-0.6654488665805915,0.27131709006384785,4.295887394334972
PM,retest,short,B (thin),6,0.0,0.0,-1.0230822016302483,0.0,5.109520959504351,0,0.0,0.0,0.0,0.0,0.0
WFC,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WFC,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WFC,breakout,long,B (thin),1,0.0,0.0,-1.0272827909769333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WFC,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WFC,retest,long,B (thin),5,0.8,1.5699716251892022,1.047504029265601,6.024644285643758,1.042366354428804,3,0.6666666666666666,1.9675652393898013,0.9639279026534409,3.771641978332451,0.0
WFC,retest,short,B (thin),3,0.3333333333333333,1.9736934706983738,-0.02824317214507836,0.9588376553483682,1.0277121991987421,2,0.0,0.0,-1.0185627218487308,0.0,1.0134254221633376
PANW,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PANW,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PANW,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PANW,breakout,short,B (thin),1,0.0,0.0,-1.036377647172727,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PANW,retest,long,B (thin),4,0.25,1.9754613831524555,-0.2736730455987276,0.6434405774749115,3.0701535655473657,2,0.5,1.986376896541499,0.48958726485534454,1.9721725861225772,1.0072023668308099
PANW,retest,short,B (thin),3,0.6666666666666666,1.986013619742649,0.9884912496426236,3.9461660773592837,1.0065534905574274,0,0.0,0.0,0.0,0.0,0.0
RTX,pullback,long,B (thin),1,0.0,0.0,-1.0709691189322579,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
RTX,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
RTX,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
RTX,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
RTX,retest,long,B (thin),10,0.5,1.9664992632372642,0.4622752997351022,1.8873283604276485,2.134263635959618,1,0.0,0.0,-1.0245082169841098,0.0,0.0
RTX,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,-1.0301570694706474,0.0,1.0203142588615877
SNDK,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
SNDK,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
SNDK,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
SNDK,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
SNDK,retest,long,B (thin),3,0.6666666666666666,1.9945413107837369,0.992008319998669,3.937665912697963,0.0,4,0.25,1.8193436353637427,-0.3017066195623404,0.6012033583900319,2.0198978653830464
SNDK,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GEV,pullback,long,B (thin),1,1.0,1.9662950132844443,1.9662950132844443,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GEV,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GEV,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GEV,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
GEV,retest,long,B (thin),11,0.45454545454545453,1.981008242245738,0.3459146663299456,1.6237826031373395,3.031880421237469,5,0.2,1.9771451921552428,-0.4272821880221717,0.48064135472634495,3.095337580608343
GEV,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ANET,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,1.9742126684406536,0.9644779083116224,3.7426130143314937,1.05499161194644
ANET,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ANET,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.9834346492202304,1.9834346492202304,99.0,0.0
ANET,breakout,short,B (thin),1,0.0,0.0,-1.0163122157689566,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ANET,retest,long,B (thin),7,0.14285714285714285,1.9906424281471855,-0.5891870799764235,0.3255368859901826,3.083791571448579,6,0.5,1.9848938583496756,0.4850127589151241,1.9558141476102924,2.0289484566371248
ANET,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KLAC,pullback,long,B (thin),1,1.0,1.9751479279783557,1.9751479279783557,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KLAC,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KLAC,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KLAC,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KLAC,retest,long,B (thin),11,0.36363636363636365,1.962358565346423,0.06208710242799722,1.0952990164026664,4.223697221743682,2,0.5,1.983806011858138,0.47379777920028665,1.9144817592205265,1.0362104534575647
KLAC,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMGN,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMGN,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMGN,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMGN,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMGN,retest,long,B (thin),10,0.3,1.9706478157339384,-0.12623470741937132,0.8240457268312347,3.124649348105984,3,0.6666666666666666,1.9724407811795417,0.974819278104429,3.8659249622839407,0.0
AMGN,retest,short,B (thin),1,0.0,0.0,-1.0186497029863957,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TXN,pullback,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-1.02942226040722,0.0,0.0
TXN,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TXN,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TXN,breakout,short,B (thin),1,0.0,0.0,-1.0460383986755646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TXN,retest,long,B (thin),1,1.0,1.952381282952568,1.952381282952568,99.0,0.0,4,0.25,1.986782048836989,-0.27776531629174017,0.6413436211753012,3.0978433140039496
TXN,retest,short,B (thin),1,0.0,0.0,-1.0325224604271324,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,pullback,long,B (thin),1,0.0,0.0,-1.0261517837763654,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,pullback,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,breakout,long,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,breakout,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
C,retest,long,B (thin),12,0.3333333333333333,1.9709951030911614,-0.024524872356207483,0.9640146206103098,3.077885157026058,6,0.6666666666666666,1.972725860482017,0.9706088961898477,3.817101557441984,2.0672500647889827
C,retest,short,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
