ticker,strategy,side,target_r,grade,train_n,train_win_rate,train_avg_win_R,train_expectancy_R,train_profit_factor,train_max_dd_R,test_n,test_win_rate,test_avg_win_R,test_expectancy_R,test_profit_factor,test_max_dd_R
AVGO,pullback,long,3.0,B (thin),1,0.0,0.0,-1.0474824355798829,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AVGO,pullback,short,3.0,B (thin),1,1.0,2.973601410195372,2.973601410195372,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AVGO,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AVGO,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AVGO,retest,long,3.0,B,10,0.1,2.9546903971310776,-0.6285952381420423,0.31974944470196637,6.132669655808409,8,0.25,2.9750820186001685,-0.026349104022001302,0.9657856990975253,6.1609568693763475
AVGO,retest,short,3.0,B (thin),1,0.0,0.0,-1.0100872497806122,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TSLA,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TSLA,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-1.0330628666272565,0.0,0.0
TSLA,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TSLA,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
TSLA,retest,long,3.0,B (thin),5,0.6,2.3594692236336123,1.0077850204676857,3.4706879970493048,2.0394825685624083,2,0.0,0.0,-1.013271082656196,0.0,1.0071226537061615
TSLA,retest,short,3.0,B (thin),1,0.0,0.0,-1.0152076562348562,0.0,0.0,3,0.3333333333333333,2.213143240433836,0.05365435889360182,1.078435158629755,1.0462964037654985
MU,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,2,0.5,2.6839459705659405,0.8244547499888526,2.593093139066483,0.0
MU,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MU,breakout,long,3.0,B (thin),1,0.0,0.0,-1.0271752543362234,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MU,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MU,retest,long,3.0,B (thin),3,0.6666666666666666,2.9896493840298834,1.6525369132668268,5.852372351124707,1.0216880282592866,4,0.25,2.980408253241134,-0.019330987959610746,0.9747119935127116,2.0490847396417893
MU,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BRK-B,pullback,long,3.0,B (thin),2,0.0,0.0,-1.0635945247441554,0.0,1.074544272996497,0,0.0,0.0,0.0,0.0,0.0
BRK-B,pullback,short,3.0,B (thin),1,1.0,2.9442569579176303,2.9442569579176303,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BRK-B,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BRK-B,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BRK-B,retest,long,3.0,B (thin),7,0.14285714285714285,2.879398938649108,-0.4785022578151997,0.4622633407722611,5.19745854457311,4,0.5,2.883866600896069,0.8910363014768259,2.617428127473596,1.1223448045983826
BRK-B,retest,short,3.0,B (thin),10,0.2,2.9479903328433528,-0.24826339929055247,0.7036939763831249,4.174411646269951,1,0.0,0.0,-1.0378642181842725,0.0,0.0
LLY,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LLY,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LLY,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LLY,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LLY,retest,long,3.0,B (thin),9,0.2222222222222222,2.9778985642846783,-0.13103561231775113,0.8347160382692558,7.135117639429116,3,0.3333333333333333,2.987447747673353,0.31589531586088193,1.4646061846733784,2.039761800090707
LLY,retest,short,3.0,B (thin),1,1.0,2.9275377130650284,2.9275377130650284,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JPM,pullback,long,3.0,B (thin),1,0.0,0.0,-1.0606828018383856,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JPM,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JPM,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JPM,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JPM,retest,long,3.0,B (thin),10,0.3,2.583771260085028,0.040120464178921414,1.0545848550315478,3.197851334253868,4,0.25,0.7535515747996159,-0.6126279084434667,0.23518623876809008,2.143337037432002
JPM,retest,short,3.0,B (thin),1,0.0,0.0,-1.0434145957982421,0.0,0.0,2,0.0,0.0,-1.0221991098874201,0.0,1.0224750932719777
WMT,pullback,long,3.0,B (thin),1,0.0,0.0,-1.0408904450729295,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WMT,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WMT,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WMT,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
WMT,retest,long,3.0,B (thin),11,0.2727272727272727,1.6386140293927076,-0.320646352170623,0.582242100899225,5.282354799759252,1,0.0,0.0,-1.0245607893619837,0.0,0.0
WMT,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-0.3550593164644525,0.0,0.0
AMD,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-1.0120677872746133,0.0,0.0
AMD,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMD,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMD,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMD,retest,long,3.0,B (thin),7,0.42857142857142855,2.988658833873742,0.6965474276087595,2.1920928425133948,2.0272916862191463,5,0.2,1.1321111057624325,-0.583200292726408,0.27966393877524426,4.048112569394473
AMD,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
V,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
V,pullback,short,3.0,B (thin),1,0.0,0.0,-1.0817859340014064,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
V,breakout,long,3.0,B (thin),1,0.0,0.0,-1.057369898433073,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
V,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
V,retest,long,3.0,B (thin),4,0.0,0.0,-0.8494931053044084,0.0,2.3721693664817822,2,0.5,2.9706379613313514,0.9717474343710144,2.892136434313818,0.0
V,retest,short,3.0,B (thin),8,0.25,1.868340700890019,-0.3079417056227951,0.6026696451006552,2.3139379209420703,1,0.0,0.0,-1.0316807698589945,0.0,0.0
JNJ,pullback,long,3.0,B (thin),2,0.0,0.0,-1.117625563835928,0.0,1.1419876625761427,0,0.0,0.0,0.0,0.0,0.0
JNJ,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JNJ,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JNJ,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
JNJ,retest,long,3.0,B (thin),8,0.25,2.9756675656886458,-0.031267637161622536,0.9596642657216771,3.2193561416916876,6,0.5,2.9644054420281893,0.9609288206633092,2.8434240041879373,1.041940771416566
JNJ,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
XOM,pullback,long,3.0,B (thin),3,0.3333333333333333,2.93301748199349,0.2557504393935764,1.354263230722013,1.1098493112368872,0,0.0,0.0,0.0,0.0,0.0
XOM,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
XOM,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
XOM,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
XOM,retest,long,3.0,B (thin),13,0.38461538461538464,2.9482417930810607,0.4857367597571052,1.749359715700957,4.440804335790221,5,0.2,2.9819016933907307,-0.23886339501152873,0.7140195306149095,2.1089160396037427
XOM,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MA,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MA,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,2.9596858004456834,0.2801592526710402,1.3965999284564654,2.1192080424325628
MA,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MA,breakout,short,3.0,B (thin),1,0.0,0.0,-1.019671084186195,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MA,retest,long,3.0,B (thin),7,0.0,0.0,-1.0668823044698592,0.0,6.4187232828345255,0,0.0,0.0,0.0,0.0,0.0
MA,retest,short,3.0,B (thin),6,0.3333333333333333,2.9707502438981077,0.30009235671249346,1.4348170657542476,2.077620134790953,4,0.25,1.04781676745287,-0.5216534046516759,0.3342925630484731,3.1344303860595737
INTC,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
INTC,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
INTC,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
INTC,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
INTC,retest,long,3.0,B (thin),8,0.125,2.972500011219693,-0.5182108694875016,0.4175922921033475,4.051803108383259,3,0.0,0.0,-1.0118742552765194,0.0,2.023241356909545
INTC,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ORCL,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ORCL,pullback,short,3.0,B (thin),1,0.0,0.0,-1.0363428711736238,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ORCL,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ORCL,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ORCL,retest,long,3.0,B (thin),4,0.25,2.970968588443487,-0.02757320444033956,0.9642053032114517,1.0303072486445475,0,0.0,0.0,0.0,0.0,0.0
ORCL,retest,short,3.0,B (thin),4,0.5,2.984892590582192,0.9774776010970049,2.8981301428948507,1.0477800660688943,3,0.0,0.0,-1.0177616395971418,0.0,2.0408923469739344
ABBV,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.9371461743577347,2.9371461743577347,99.0,0.0
ABBV,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ABBV,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ABBV,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ABBV,retest,long,3.0,B (thin),9,0.0,0.0,-0.9272743095818216,0.0,8.291548103089971,3,0.6666666666666666,2.9438272697958463,1.6182728763194458,5.700474275706842,1.032835910633355
ABBV,retest,short,3.0,B (thin),3,0.3333333333333333,2.906421011704775,0.27177642883182634,1.3899060364814333,2.0910917252092958,0,0.0,0.0,0.0,0.0,0.0
BAC,pullback,long,3.0,B (thin),1,0.0,0.0,-1.027073770735747,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BAC,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-1.0349109826853151,0.0,0.0
BAC,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BAC,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
BAC,retest,long,3.0,B (thin),4,0.25,2.9574999282370147,-0.03167554722028065,0.9589189735076401,2.0571283463823904,3,0.6666666666666666,1.607037904688455,0.7262239550165422,3.1041757441489564,0.0
BAC,retest,short,3.0,B (thin),1,0.0,0.0,-1.038150959517907,0.0,0.0,1,0.0,0.0,-1.0183165038780981,0.0,0.0
CSCO,pullback,long,3.0,B (thin),2,0.5,2.953492874991754,0.9562985010784698,2.8374527674397463,1.0408958728348143,0,0.0,0.0,0.0,0.0,0.0
CSCO,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CSCO,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CSCO,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CSCO,retest,long,3.0,B (thin),11,0.36363636363636365,2.581093296876493,0.27306352498967607,1.4103035602442031,4.142370161761155,5,0.2,2.9727142662515305,-0.22275026745947318,0.7274536371161114,2.050593926613849
CSCO,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PLTR,pullback,long,3.0,B (thin),1,0.0,0.0,-1.02487988390577,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PLTR,pullback,short,3.0,B (thin),2,0.0,0.0,-1.0329044729783474,0.0,1.0261721519927764,1,0.0,0.0,-1.049164311416794,0.0,0.0
PLTR,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PLTR,breakout,short,3.0,B (thin),1,0.0,0.0,-1.0271758576535162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
PLTR,retest,long,3.0,B (thin),6,0.5,2.985754616195932,0.985760502976564,2.943852960543433,1.0230865065628159,0,0.0,0.0,0.0,0.0,0.0
PLTR,retest,short,3.0,B (thin),1,0.0,0.0,-1.0131187112355233,0.0,0.0,4,0.5,1.8100139264878734,0.40008394625079,1.7923662276941128,2.0196920679725867
CVX,pullback,long,3.0,B (thin),2,0.0,0.0,-1.0549673084233642,0.0,1.0473421575098698,1,0.0,0.0,-1.0582825786047183,0.0,0.0
CVX,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CVX,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CVX,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CVX,retest,long,3.0,B (thin),8,0.125,2.9158341805099357,-0.5633934777678016,0.3928117001318422,5.359962930381969,4,0.25,2.9578708759076346,-0.048243646529580686,0.9387546649164309,2.1209752627464518
CVX,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
COST,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
COST,pullback,short,3.0,B (thin),1,1.0,2.9530942659269446,2.9530942659269446,99.0,0.0,1,1.0,2.9124441147602016,2.9124441147602016,99.0,0.0
COST,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
COST,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
COST,retest,long,3.0,B (thin),3,0.6666666666666666,2.4858869967356876,1.3194983837995045,4.906619764506902,0.0,2,0.0,0.0,-1.0315160079137415,0.0,1.0241344206390848
COST,retest,short,3.0,B (thin),3,0.6666666666666666,0.9026318616965469,0.25839317743902285,1.752539975890045,1.0300841910760252,4,0.25,2.9427851764549406,-0.05960711248481332,0.9250511037796904,2.1612061854446045
LRCX,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LRCX,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LRCX,breakout,long,3.0,B (thin),1,0.0,0.0,-1.019728314220236,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LRCX,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LRCX,retest,long,3.0,B (thin),6,0.5,2.985989427373547,0.9860084313082149,2.9448424258784547,3.041917694271351,4,0.25,2.9923572084510055,-0.014140163489945234,0.9814489413909437,3.0489178624107867
LRCX,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KO,pullback,long,3.0,B (thin),2,0.5,2.912500328927645,0.9074516456226145,2.6535242251358566,0.0,0,0.0,0.0,0.0,0.0,0.0
KO,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KO,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KO,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
KO,retest,long,3.0,B (thin),9,0.1111111111111111,2.9744963891873013,-0.6249147617336118,0.3459227874850956,4.5661400206137435,2,1.0,2.974701046963636,2.974701046963636,99.0,0.0
KO,retest,short,3.0,B (thin),2,0.0,0.0,-1.0407026812930007,0.0,1.0372120282472888,0,0.0,0.0,0.0,0.0,0.0
CAT,pullback,long,3.0,B (thin),2,0.5,2.937841711229402,0.9227637869468026,2.6895575281987374,1.092314137335797,1,1.0,2.958883005967721,2.958883005967721,99.0,0.0
CAT,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CAT,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,-1.0268669565233601,0.0,0.0
CAT,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
CAT,retest,long,3.0,B (thin),8,0.5,2.973525949842326,0.9678619957741661,2.8652152041902106,1.0517324560002714,6,0.5,2.970423641438797,0.9706173846679672,2.8861793223332852,2.075610378357087
CAT,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MRK,pullback,long,3.0,B (thin),1,1.0,2.9562136363815914,2.9562136363815914,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MRK,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
