strategy,side,adx_min,exit,train_n,train_wr,train_exp,train_pf,train_mae,train_mfe,test_n,test_wr,test_exp,test_pf,test_mae,test_mfe
breakout,long,25.0,fixed3.0,42,0.38095238095238093,0.38797072299803537,1.5986923758533715,-1.3108142607347786,1.8224233794773343,20,0.4,0.4950255514400501,1.794595155645711,-1.4463583554498283,1.9060538414494523
breakout,long,28.0,trail2.0,18,0.3333333333333333,0.8080752240802989,2.5378686849163903,-1.1373466342007648,3.321977108943572,11,0.36363636363636365,-0.023220629959080405,0.9647161323576056,-1.2784523741997411,2.8772175282497923
breakout,long,28.0,trail2.5,18,0.2777777777777778,0.9477505869317557,2.490601912105398,-1.4275575298737788,3.761753080033006,11,0.2727272727272727,0.18062188929049824,1.2530113818270754,-1.4577637610957055,3.5317229281292537
breakout,long,28.0,trail3.0,18,0.2777777777777778,0.950590424932237,2.317670366089427,-1.4554368859536546,3.9029221409526706,11,0.18181818181818182,-0.07430810429151707,0.9025500647655544,-1.4577637610957055,3.5317229281292537
breakout,long,28.0,trail3.5,18,0.2777777777777778,0.8788998907042063,2.1737947629906444,-1.4805403058947855,3.938742030756021,11,0.18181818181818182,-0.09999818823412011,0.8766869490429617,-1.525557707514125,3.801595955050463
breakout,long,28.0,fixed3.0,18,0.4444444444444444,0.7436362746792424,2.2941308673570933,-1.1819822597397762,2.141869197854382,11,0.36363636363636365,0.4204989008317867,1.638950260473843,-1.2784523741997411,1.8910545272927863
pullback,long,15.0,trail2.0,702,0.21937321937321938,0.14274193563497742,1.1721111165831515,-1.7120327323955786,3.0310891551800667,321,0.2336448598130841,0.20207880019931684,1.254808264652217,-1.673936726703507,2.9863473023191625
pullback,long,15.0,trail2.5,701,0.20827389443651925,0.17473053267561428,1.199591525193935,-1.7829816268468928,3.299348287094298,319,0.1974921630094044,0.11364198152276676,1.1298680243238546,-1.7588854389831656,3.2164040046326203
pullback,long,15.0,trail3.0,701,0.181169757489301,0.14899980622868328,1.1647089844402885,-1.8298515492155165,3.446819278629234,319,0.1786833855799373,0.03178950392192952,1.0349894361965002,-1.807115207210444,3.3521849171270484
pullback,long,15.0,trail3.5,699,0.15879828326180256,0.3372256255915783,1.363305466241707,-1.8524099706915917,3.7872448839455792,319,0.16614420062695925,-0.032169857801990255,0.9654328463191129,-1.8535135950799098,3.4033894230838984
pullback,long,15.0,fixed3.0,706,0.28753541076487255,0.0801966415281263,1.1061595118339858,-1.5800589942397882,1.9569761789068285,326,0.30368098159509205,0.16121070812300417,1.219295457089637,-1.553115630300948,1.8396713278613936
pullback,long,18.0,trail2.0,411,0.20437956204379562,0.1367239800023547,1.1617744374069645,-1.7225714862735555,3.109376044194388,174,0.19540229885057472,0.09540145184761438,1.1149780572158703,-1.6612775225590155,2.7199932354487086
pullback,long,18.0,trail2.5,411,0.19708029197080293,0.1426376384276113,1.1599525751794426,-1.809704418852928,3.3488821103845963,172,0.1744186046511628,0.10298065631013648,1.1117127745555426,-1.764036151763561,3.057901334733155
pullback,long,18.0,trail3.0,411,0.1630170316301703,0.0634984822783786,1.0682487750268286,-1.865553614407548,3.436201557031918,172,0.1569767441860465,-0.06263216971848294,0.9339847442851006,-1.8432387455857957,3.1001375863603995
pullback,long,18.0,trail3.5,411,0.1411192214111922,0.05951514054381499,1.0622446012516207,-1.9026875175922011,3.538127574164478,172,0.1569767441860465,-0.1250096101219107,0.8690466528765133,-1.8604048676089748,3.1593475913300457
pullback,long,18.0,fixed3.0,412,0.28398058252427183,0.06799243809569874,1.089393218631826,-1.574066638239692,1.9327668620250043,177,0.2598870056497175,-0.01479086158459766,0.9810846228917944,-1.55088352028717,1.6391577856920423
pullback,long,20.0,trail2.0,271,0.2177121771217712,0.3141407282381323,1.3788285208187219,-1.6964506634479883,3.4453702611034833,106,0.20754716981132076,0.24214940662813467,1.292175695424862,-1.609750870107496,2.8838698449386397
pullback,long,20.0,trail2.5,271,0.2066420664206642,0.27735632756751816,1.3125965547273832,-1.8219166461007898,3.688317465456056,105,0.2,0.2536000223856623,1.2734490920282877,-1.7384544696931858,3.265571117205307
pullback,long,20.0,trail3.0,271,0.16236162361623616,0.0897123422063962,1.0960700506228007,-1.8874707868147411,3.725875579895144,105,0.17142857142857143,0.05858490018259623,1.0614742575220264,-1.7675469109254913,3.3322372922595345
pullback,long,20.0,trail3.5,271,0.13653136531365315,0.061435020375409946,1.0635909334306277,-1.9370396032589154,3.839684052270431,105,0.17142857142857143,0.007066076406403003,1.0073512309791244,-1.7956666536682229,3.4292289194479073
pullback,long,20.0,fixed3.0,272,0.3014705882352941,0.14238610743267685,1.191671181356377,-1.5405205201335752,2.0462078326821653,108,0.24074074074074073,-0.09046326945379812,0.8869783128874901,-1.553178669183743,1.563119681733513
pullback,long,22.0,trail2.0,175,0.22857142857142856,0.3933734400352542,1.490805560681534,-1.7513735824963925,3.4767312505149213,54,0.2222222222222222,0.5151508692425029,1.620796391108329,-1.5434196772991386,3.239842795480349
pullback,long,22.0,trail2.5,175,0.21142857142857144,0.34098115569173054,1.3974654389775536,-1.8685215205542687,3.7066065369965613,54,0.2037037037037037,0.4872161090380229,1.4780366612369396,-1.779217938239509,3.630815388957484
pullback,long,22.0,trail3.0,175,0.16,0.10781443198743643,1.1176339175386425,-1.9644595491751826,3.7223232255985774,54,0.18518518518518517,0.23906498223240327,1.2329344914970157,-1.7838108365012562,3.630815388957484
pullback,long,22.0,trail3.5,175,0.13714285714285715,0.13475433017285895,1.1424589003803443,-2.002541490070305,3.8607579688259634,54,0.18518518518518517,0.2250555709548619,1.2175940770544582,-1.8007505821824532,3.7575459896233494
pullback,long,22.0,fixed3.0,175,0.3028571428571429,0.1478975974455787,1.1994010560209427,-1.5971079977159022,1.9890827577450483,55,0.2545454545454545,-0.038289588017027906,0.9514617329901279,-1.486574324583254,1.6498163776704762
pullback,long,25.0,trail2.0,79,0.22784810126582278,0.3138375868217104,1.4117115021804532,-1.624847189019295,3.6720260446721236,26,0.23076923076923078,0.029618702904765665,1.0345044553727267,-1.5376615159674913,2.62285187993026
pullback,long,25.0,trail2.5,79,0.20253164556962025,0.018978075898895583,1.0222349803997663,-1.8470715370815498,3.7341375630659996,26,0.23076923076923078,0.4116248373644576,1.4664892636807776,-1.5544885690929193,3.2605659691440136
pullback,long,25.0,trail3.0,79,0.1518987341772152,-0.18620055854888393,0.7953893037439461,-1.9831527338745403,3.7360629511384102,26,0.19230769230769232,0.20585556731186697,1.233164261490646,-1.5640276654827021,3.2605659691440136
pullback,long,25.0,trail3.5,79,0.11392405063291139,-0.20988099943580307,0.779148489540667,-1.9857346596433814,3.8122000693585494,26,0.23076923076923078,0.354245131429371,1.4014615628664602,-1.5640276654827021,3.523775678219273
pullback,long,25.0,fixed3.0,79,0.34177215189873417,0.2988004379201435,1.4247948121380136,-1.4393960143479279,2.181815419787229,27,0.25925925925925924,-0.020982385746428796,0.9732785551402368,-1.4709573016244348,1.3922354486945017
pullback,long,28.0,trail2.0,36,0.2777777777777778,0.7707665373405989,2.1246983073592394,-1.4582791813961962,4.025670019648573,18,0.2222222222222222,0.2639328867367409,1.287604682157,-1.540852444599589,2.8797048394748646
pullback,long,28.0,trail2.5,36,0.2777777777777778,0.4918185303270966,1.6398782145048916,-1.7300129214689037,4.160977675196499,18,0.2222222222222222,0.45519803106074963,1.4960241471245752,-1.540852444599589,3.304316684295076
pullback,long,28.0,trail3.0,36,0.19444444444444445,0.3019609559811845,1.3713566853058239,-1.7842138224740651,4.165202832355399,18,0.16666666666666666,0.2707572162893426,1.2948140654972475,-1.5546311393848304,3.304316684295076
pullback,long,28.0,trail3.5,36,0.16666666666666666,0.24142501432638172,1.274981026217236,-1.7898797151334658,4.1984445100540535,18,0.2222222222222222,0.12516697127349588,1.136393033224294,-1.5546311393848304,3.403179162918798
pullback,long,28.0,fixed3.0,36,0.4166666666666667,0.6054170120742577,1.978899629071494,-1.296537193371695,2.1703536073087903,18,0.2222222222222222,-0.1669819401391235,0.796422121181003,-1.4907824857215166,1.360572066707848
